Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3317,46.088382,-63.446344,96.366617,2.55771998,-0.303119062,0.393420285,-0.009119813,-0.01132622,0.036626347
3318,122.702835,-129.88544,116.71733,2.502074924,-0.528139857,-0.087372477,-0.009119813,-0.01132622,0.036626347
3319,196.324536,-237.624515,169.988318,2.279006626,-0.756089399,-0.57402263,-0.009119813,-0.01132622,0.036626347
3320,264.559283,-373.495459,237.624515,2.030556371,-1.012349439,-0.974276555,-0.008237251,-0.010737845,0.038391473
3321,305.260712,-483.030185,226.850607,1.909992049,-1.062137207,-1.178308461,-0.008237251,-0.010737845,0.038391473
3322,240.018717,-490.21279,143.05355,1.990042813,-0.977693374,-1.136330581,-0.008237251,-0.010737845,0.038391473
3323,64.044894,-401.028778,98.162268,2.257041488,-0.718504587,-0.937179817,-0.008825626,-0.010443657,0.03986241
3324,-182.557877,-275.333191,131.681091,2.403963914,-0.390979715,-0.729731193,-0.008825626,-0.010443657,0.03986241
3325,-390.25487,-198.120187,189.740482,2.284375943,-0.160101529,-0.656025892,-0.008825626,-0.010443657,0.03986241
3326,-460.88382,-189.740482,215.478149,2.020794088,-0.095182365,-0.616976758,-0.008825626,-0.010443657,0.03986241
3327,-639.251693,-358.531698,117.315881,1.856787564,0.011714781,-0.324108053,-0.008090157,-0.009855282,0.041774629
3328,-705.092389,-899.621274,234.033213,2.301948012,1.168546177,1.673256575,-0.008090157,-0.009855282,0.041774629
3329,140.659347,-173.579621,10.175357,1.045541284,-0.47347105,-0.09127737,-0.008090157,-0.009855282,0.041774629
3330,156.221658,380.079514,-392.050522,0.115195005,0.026358206,1.196856779,-0.008090157,-0.009855282,0.041774629
3331,-38.905776,208.894095,-28.13187,-0.543271458,1.567823751,0.381705505,-0.007943063,-0.009561095,0.041480442
3332,-126.294138,-313.640418,315.436069,-1.537560652,1.476058308,0.303607238,-0.007943063,-0.009561095,0.041480442
3333,-11.971008,-701.501086,134.075293,-1.010885117,-1.011861366,0.310440877,-0.007943063,-0.009561095,0.041480442
3334,341.772287,-756.567725,11.971008,0.504222324,-1.223214985,0.770244648,-0.007943063,-0.009561095,0.04103916
3335,297.479556,60.453592,131.082541,2.144287054,-1.045541284,2.723679001,-0.007943063,-0.009561095,0.04103916
3336,230.44176,504.578,177.769473,2.268756269,-1.074828135,2.407868909,-0.007943063,-0.009561095,0.04103916
3337,165.798465,296.881006,32.321723,1.204666565,0.102504077,1.408210398,-0.007943063,-0.009561095,0.04103916
3338,-28.73042,12.569559,-153.827457,0.711182875,1.483868094,0.830770846,-0.008090157,-0.009561095,0.041333348
3339,-225.054806,-6.584055,-190.937582,0.943037207,1.802118756,0.711670948,-0.008090157,-0.009561095,0.041333348
3340,-229.244809,81.402856,-42.49708,0.975252803,0.818567992,0.925953211,-0.008090157,-0.009561095,0.041333348
3341,-107.140525,152.630356,98.760819,0.87079633,-0.243569113,1.116317839,-0.007943063,-0.010002376,0.041627535
3342,-55.066638,180.762226,82.001407,0.925953211,-0.069312232,1.213452701,-0.007943063,-0.010002376,0.041627535
3343,-190.937582,155.623108,30.526071,1.052374924,0.771220897,0.931810601,-0.007943063,-0.010002376,0.041627535
3344,-265.157834,111.330377,44.292731,0.772197146,0.968419164,0.701420591,-0.007943063,-0.010002376,0.041627535
3345,-238.821616,84.994159,86.78981,0.677014781,0.34363262,0.877141794,-0.008090157,-0.009414001,0.04103916
3346,-165.200064,101.15502,70.628949,0.555962385,0.002928644,0.934251172,-0.008090157,-0.009414001,0.04103916
3347,-97.563717,143.053549,8.978256,0.787328746,0.175233129,1.218333843,-0.008090157,-0.009414001,0.04103916
3348,71.227499,243.011469,-128.089789,0.955728236,0.185971662,1.154390826,-0.008090157,-0.009414001,0.04103916
3349,252.588425,189.740481,-196.324536,0.789769317,0.014643425,1.220286239,-0.008237251,-0.009414001,0.041186254
3350,310.049115,128.089789,-191.536133,0.739493476,0.016107747,1.07189949,-0.008237251,-0.009414001,0.041186254
3351,278.325943,79.607205,-151.433255,0.638453823,0.084931906,0.961585627,-0.008237251,-0.009414001,0.041186254
3352,183.754977,2.394202,-82.001407,0.532044852,0.112754434,0.848831091,-0.007943063,-0.009119813,0.041480442
3353,116.717331,0,-56.862289,0.574998879,0.084931906,0.87909419,-0.007943063,-0.009119813,0.041480442
3354,64.643445,-0.598551,-37.110126,0.52716371,0.076145872,0.837604485,-0.007943063,-0.009119813,0.041480442
3355,56.862289,0,-32.920273,0.532044852,0.126909786,0.81368685,-0.007943063,-0.009119813,0.041480442
3356,47.285483,-0.59855,-26.336218,0.504222324,0.132279001,0.799043425,-0.008531438,-0.009708189,0.041333348
3357,32.920273,-0.59855,-16.759412,0.517889501,0.156196636,0.781471356,-0.008531438,-0.009708189,0.041333348
3358,22.146216,-1.197101,-7.781155,0.5027579,0.143017533,0.806365138,-0.008531438,-0.009708189,0.041333348
3359,11.971008,1.197101,-3.591302,0.522282569,0.187435984,0.7995316,-0.008531438,-0.009708189,0.041333348
3360,2.394202,8.379705,1.1971,0.520330071,0.205984302,0.785864322,-0.008531438,-0.009266907,0.041627535
3361,2.394201,8.978257,0.598551,0.523746891,0.192317125,0.762434862,-0.008531438,-0.009266907,0.041627535
3362,0,13.168109,1.795651,0.511544037,0.196710194,0.755601223,-0.008531438,-0.009266907,0.041627535
3363,-4.189853,12.569558,4.189853,0.503734149,0.20451998,0.769756575,-0.008090157,-0.009708189,0.041333348
3364,-4.788403,9.576807,2.394202,0.517401427,0.183531091,0.768292253,-0.008090157,-0.009708189,0.041333348
3365,-4.788403,6.584055,1.795651,0.495436188,0.194269623,0.768780326,-0.008090157,-0.009708189,0.041333348
3366,0.59855,6.584054,0,0.498853007,0.184507238,0.752184506,-0.008090157,-0.009708189,0.041333348
3367,-1.795651,2.394202,2.394201,0.481280938,0.177185525,0.761458614,-0.007943063,-0.009414001,0.041333348
3368,-2.394202,1.197101,1.197101,0.495436188,0.183042915,0.77512579,-0.007943063,-0.009414001,0.041333348
3369,-4.788253,5.386953,2.394202,0.497876758,0.181578593,0.759018043,-0.007943063,-0.009414001,0.041333348
3370,-8.978257,13.16811,6.584055,0.49201947,0.209889195,0.755601223,-0.007943063,-0.009414001,0.041333348
3371,-8.379706,19.153613,5.386953,0.518377574,0.182554842,0.880558614,-0.00779597,-0.00897272,0.041921723
3372,-11.372457,7.781155,11.372458,0.484697655,0.207448624,0.75169633,-0.00779597,-0.00897272,0.041921723
3373,-4.788404,10.175357,6.584055,0.51203211,0.187924057,0.753648828,-0.00779597,-0.00897272,0.041921723
3374,-4.788403,10.773908,3.591302,0.506662895,0.198174516,0.739493476,-0.00779597,-0.00897272,0.041921723
3375,-2.992752,0.59855,2.992752,0.48860265,0.190852803,0.769268502,-0.007943063,-0.00897272,0.043098473
3376,1.197101,2.394202,0.598551,0.496900612,0.1776737,0.76438736,-0.007943063,-0.00897272,0.043098473
3377,0,1.795651,0,0.511055861,0.194757696,0.758529969,-0.007943063,-0.00897272,0.043098473
3378,2.992752,1.197101,4.788403,0.501293578,0.172304383,0.780007034,-0.007943063,-0.00897272,0.043098473
3379,2.394201,0,-7.182605,0.494460041,0.180114271,0.769268502,-0.007943063,-0.00897272,0.043098473
3380,1.197101,-7.781155,9.576807,0.678967278,0.23966422,0.754625076,-0.008090157,-0.008825626,0.043245567
3381,5.386954,-3.591303,-1.197101,0.48274526,0.189876555,0.772197146,-0.008090157,-0.008825626,0.043245567
3382,2.992752,-8.379706,7.781155,0.576951376,0.193781448,0.771220897,-0.008090157,-0.008825626,0.043245567
3383,8.379706,-10.773907,-1.197101,0.465173089,0.183042915,0.773173394,-0.008090157,-0.008825626,0.043245567
3384,7.182605,-10.773908,0,0.573534557,0.186947808,0.772197146,-0.007943063,-0.008531438,0.044128129
3385,13.167959,-22.744916,13.76666,0.455410805,0.156196636,0.778054536,-0.007943063,-0.008531438,0.044128129
3386,10.773908,-5.985504,-8.379706,0.554498063,0.183531091,0.752672579,-0.007943063,-0.008531438,0.044128129
3387,13.168109,-26.934768,7.182605,0.48274526,0.173280632,0.77854261,-0.007943063,-0.008531438,0.044128129
3388,6.584055,-36.511576,13.168109,0.653097248,0.185483486,0.774637717,-0.007943063,-0.008531438,0.044128129
3389,15.56231,-10.773907,-17.357962,0.516425178,0.147410601,0.761458614,-0.007207595,-0.008237251,0.046628723
3390,4.788404,-46.088382,3.591303,0.475423547,0.143993782,0.808805708,-0.007207595,-0.008237251,0.046628723
3391,10.175357,-45.489832,5.386953,0.491043221,0.135695821,0.780495107,-0.007207595,-0.008237251,0.046628723
3392,10.175357,-45.489831,4.189853,0.495924363,0.165470846,0.791721713,-0.007207595,-0.008237251,0.046628723
3393,11.971008,-52.672437,3.591303,0.484697655,0.154732314,0.7995316,-0.007207595,-0.008237251,0.046628723
3394,13.168109,-62.249243,4.189853,0.463708767,0.140088889,0.785376249,-0.005736657,-0.008237251,0.047805474
3395,10.773908,-70.628949,1.197101,0.487626402,0.127886035,0.77854261,-0.005736657,-0.008237251,0.047805474
3396,11.372458,-75.417352,1.1971,0.47005423,0.127886035,0.798067176,-0.005736657,-0.008237251,0.047805474
3397,7.182605,-88.585462,0,0.447112844,0.147898675,0.805877064,-0.005736657,-0.008237251,0.047805474
3398,7.781155,-93.972415,4.788404,0.49201947,0.138136391,0.789769317,-0.004559907,-0.007501782,0.048540942
3399,2.992752,-100.556469,6.584054,0.437838736,0.174256881,0.823937309,-0.004559907,-0.007501782,0.048540942
3400,17.956512,-106.541974,13.168109,0.474935372,0.137648318,0.820032416,-0.004559907,-0.007501782,0.048540942
3401,18.555063,-127.491239,18.555063,0.449553415,0.155708563,0.802948318,-0.004559907,-0.007501782,0.048540942
3402,-13.766659,-172.382519,36.511576,0.593059123,0.145946279,0.526187462,-0.005001188,-0.006766313,0.050306068
3403,10.175357,-153.827457,36.511575,0.474935372,0.153267992,0.772197146,-0.005001188,-0.006766313,0.050306068
3404,11.971008,-162.805713,37.110126,0.433933843,0.154244139,0.797579103,-0.005001188,-0.006766313,0.050306068
3405,3.591303,-191.536133,41.299978,0.452970234,0.169863812,0.808317635,-0.005001188,-0.006766313,0.050306068
3406,-7.781156,-199.317288,53.869538,0.420266565,0.203543731,0.762434862,-0.003971532,-0.005883751,0.051629911
3407,-8.379706,-219.069452,55.066638,0.475423547,0.205496228,0.844438124,-0.003971532,-0.005883751,0.051629911
3408,-13.168109,-242.412918,50.278235,0.516913252,0.245033435,0.829306524,-0.003971532,-0.005883751,0.051629911
3409,-40.102878,-271.143338,71.227499,0.496412436,0.296773598,0.780007034,-0.003383157,-0.004559907,0.052512474
3410,-35.913024,-286.107098,111.928928,0.496900612,0.338263405,0.697027523,-0.003383157,-0.004559907,0.052512474
3411,-19.752164,-320.224472,155.623108,0.644311111,0.381217431,0.636501325,-0.003383157,-0.004559907,0.052512474
3412,-26.934769,-384.867917,190.937582,0.599892762,0.377800612,0.611119368,-0.003383157,-0.004559907,0.052512474
3413,-28.131869,-406.415732,150.834705,0.816127421,0.373407645,0.536925994,-0.003088969,-0.004265719,0.052659568
3414,-8.978107,-269.946237,41.898529,0.938156065,0.330453517,0.734124261,-0.003088969,-0.004265719,0.052659568
3415,70.030249,-493.205542,129.286889,0.924976962,0.34949001,0.81368685,-0.003088969,-0.004265719,0.052659568
3416,116.118781,-441.730206,189.740482,1.422853823,0.382681753,1.280324363,-0.003088969,-0.004265719,0.052659568
3417,1.795651,-103.549222,217.872351,2.201396432,0.577927625,1.465807849,-0.004559907,-0.003677344,0.051924099
3418,-150.834705,210.091195,137.666595,2.075462895,0.657490214,1.534143935,-0.004559907,-0.003677344,0.051924099
3419,-138.264996,332.195481,38.905777,2.233123853,0.488114475,0.988431906,-0.004559907,-0.003677344,0.051924099
3420,-70.030399,348.356341,37.708677,2.127203058,0.546200102,1.017718756,-0.006619219,-0.005001188,0.049864786
3421,-77.811554,338.779535,27.533319,2.16137105,0.695563201,0.976229052,-0.006619219,-0.005001188,0.049864786
3422,-131.08254,310.647666,95.768066,2.202860754,0.7844,1.149021509,-0.006619219,-0.005001188,0.049864786
3423,10.773907,240.018716,41.898529,1.548299185,0.813198777,1.239322732,-0.006619219,-0.005001188,0.049864786
3424,68.833298,249.595523,16.759412,1.226631804,0.750232008,1.336945668,-0.009855282,-0.003677344,0.048099661
3425,150.834704,377.086762,-67.636197,0.581832518,0.786840571,1.355005912,-0.009855282,-0.003677344,0.048099661
3426,156.820059,389.65632,-77.811554,-0.164494597,0.783423751,1.184165749,-0.009855282,-0.003677344,0.048099661
3427,169.988318,-279.523044,-54.468088,-1.34426738,0.563772273,-0.288963812,-0.011179126,-0.004412813,0.043392661
3428,306.457813,-429.160648,-195.127435,2.238981244,0.456387054,1.149509684,-0.011179126,-0.004412813,0.043392661
3429,156.820209,857.124195,-399.831677,2.172109582,1.155855148,2.045199796,-0.011179126,-0.004412813,0.043392661
3430,125.695587,670.376465,-402.82443,1.262264118,1.102650663,1.653243833,-0.011179126,-0.004412813,0.043392661
3431,-40.701428,753.574972,-440.533105,1.372089908,1.231024771,1.758188481,-0.009708189,-0.004265719,0.041186254
3432,-127.491239,878.672009,-477.643231,1.189046891,1.23444159,1.509738124,-0.009708189,-0.004265719,0.041186254
3433,-231.04046,868.496653,-420.780942,1.157807645,1.222238736,1.341826809,-0.009708189,-0.004265719,0.041186254
3434,-303.465061,816.422766,-320.224472,1.076780632,1.192951886,1.214917023,-0.009708189,-0.004265719,0.041186254
3435,-296.880856,743.998166,-223.857856,1.16317686,1.059696636,1.170498573,-0.01132622,0.000735469,0.038979848
3436,-237.025964,696.712683,-205.901342,1.349148522,0.866891335,1.145116616,-0.01132622,0.000735469,0.038979848
3437,-184.952078,628.477936,-201.71149,1.477034455,0.699956167,1.006003976,-0.01132622,0.000735469,0.038979848
3438,-114.92168,539.892474,-154.426007,1.532191437,0.580368196,0.754625076,-0.008825626,0.001765125,0.033684472
3439,-39.504327,434.547601,-85.59271,1.444330785,0.322155556,0.545223955,-0.008825626,0.001765125,0.033684472
3440,32.321722,271.143338,-26.934768,1.180749032,0.066383588,0.282130173,-0.008825626,0.001765125,0.033684472
3441,165.798465,89.782563,11.971008,0.931322528,-0.132767176,0.054180734,-0.008825626,0.001765125,0.033684472
3442,256.778128,-87.986912,52.672437,0.693610703,-0.305559633,-0.07126473,-0.006766313,0.006030844,0.037656004
3443,318.428821,-244.208569,93.373864,0.567189093,-0.466637513,-0.105432722,-0.006766313,0.006030844,0.037656004
3444,325.611276,-316.034619,106.541974,0.531556677,-0.542783282,-0.057597554,-0.006766313,0.006030844,0.037656004
3445,272.340439,-309.450565,108.936176,0.557914883,-0.455410805,0.000976249,-0.012944251,0.009855282,0.036773441
3446,168.192666,-244.208569,116.717331,0.628691437,-0.283594495,0.11568318,-0.012944251,0.009855282,0.036773441
3447,56.263739,-180.163675,116.717331,0.776102039,-0.196222018,0.255283894,-0.012944251,0.009855282,0.036773441
3448,-6.584054,-141.856448,130.48399,1.100210092,-0.501293578,-0.306047808,-0.012944251,0.009855282,0.036773441
3449,-66.439096,37.110126,65.241995,1.080197452,-0.06199052,0.510567788,-0.012061689,0.001912219,0.01603322
3450,-81.402857,17.357962,56.263739,0.901547503,0.119099898,0.523746891,-0.012061689,0.001912219,0.01603322
3451,-95.768066,-95.169516,41.898529,0.76438736,0.11568318,0.476399796,-0.012061689,0.001912219,0.01603322
3452,-61.052142,-197.521637,22.146366,0.873724975,0.083955657,0.431005097,-0.012061689,0.001912219,0.01603322
3453,-17.357962,-161.608612,-34.117374,1.003563405,0.127886035,0.632596432,-0.008090157,-0.002059313,0.012208783
3454,34.117373,-126.892688,-74.818802,0.972324057,0.078098369,0.667740673,-0.008090157,-0.002059313,0.012208783
3455,50.278235,-114.32313,-87.986911,1.057744139,0.125933537,0.755601223,-0.008090157,-0.002059313,0.012208783
3456,52.672437,-104.147772,-96.965167,1.074340061,0.12983843,0.797579103,-0.008090157,-0.002059313,0.012208783
3457,47.285482,-107.140524,-92.775314,1.1246158,0.138136391,0.887392151,-0.004118625,-0.004412813,0.011032032
3458,25.737668,-108.337625,-78.410105,1.222238736,0.172304383,0.902035576,-0.004118625,-0.004412813,0.011032032
3459,3.591303,-96.366617,-65.840545,1.333040673,0.203055657,0.980622018,-0.004118625,-0.004412813,0.011032032
3460,-14.963761,-71.2275,-56.263739,1.486308665,0.234783078,1.064089602,-0.002647688,-0.005589563,0.011032032
3461,-23.942016,-13.168109,-53.869538,1.719139246,0.245521611,1.231512946,-0.002647688,-0.005589563,0.011032032
3462,-33.518823,82.001407,-59.855041,2.013960449,0.244057288,1.405281651,-0.002647688,-0.005589563,0.011032032
3463,-43.09563,171.185419,-61.052143,2.225314067,0.194757696,1.460926707,-0.002647688,-0.005589563,0.011032032
3464,-34.715924,195.725986,-44.29273,2.249231702,0.099087258,1.361351376,-0.002500594,-0.004118625,0.010443657
3465,-21.547815,165.798465,-7.781156,2.157466157,0.011226606,1.229072375,-0.002500594,-0.004118625,0.010443657
3466,11.971008,80.804306,29.328971,2.030556371,-0.128374108,0.988431906,-0.002500594,-0.004118625,0.010443657
3467,41.299979,-32.321723,63.446344,1.884122018,-0.215746585,0.772197146,-0.003088969,-0.00353025,0.009855282
3468,67.636196,-135.272394,73.02315,1.734270846,-0.294333028,0.638453823,-0.003088969,-0.00353025,0.009855282
3469,94.570966,-177.170922,44.891281,1.80260683,-0.40562314,0.598916514,-0.003088969,-0.00353025,0.009855282
3470,75.417352,-144.849201,28.13187,1.98955474,-0.388539144,0.468101835,-0.003088969,-0.00353025,0.009855282
3471,-18.555063,-128.688339,67.636197,2.147215698,-0.294821203,0.271879817,-0.004559907,-0.002647688,0.01132622
3472,-101.75357,-119.710083,123.899936,2.221409174,-0.257724465,0.011714781,-0.004559907,-0.002647688,0.01132622
3473,-119.111533,-155.024558,171.185418,2.230683282,-0.357787971,-0.311905199,-0.004559907,-0.002647688,0.01132622
3474,-32.920273,-235.828863,177.769474,2.083760856,-0.647239857,-0.607214475,-0.005736657,-0.003088969,0.011767501
3475,98.760819,-321.421573,141.856448,1.928052294,-0.891297044,-0.882511009,-0.005736657,-0.003088969,0.011767501
3476,171.783969,-360.9259,96.366617,1.932445362,-0.970859735,-0.931322528,-0.005736657,-0.003088969,0.011767501
3477,111.330377,-343.567939,83.198508,2.023722732,-0.881046687,-0.875677472,-0.005736657,-0.003088969,0.011767501
3478,-43.09563,-297.479556,108.337625,2.040806728,-0.623322222,-0.77854261,-0.006619219,-0.000294188,0.014121001
3479,-231.63901,-255.581027,168.192666,1.939767074,-0.333870336,-0.698491845,-0.006619219,-0.000294188,0.014121001
3480,-362.123001,-234.033212,216.0767,1.829941284,-0.153267992,-0.566212844,-0.006619219,-0.000294188,0.014121001
3481,-405.218482,-220.266553,160.411511,1.776736799,-0.034167992,-0.410504281,-0.006472126,0.00117675,0.01485647
3482,-636.259091,-900.818375,141.257898,3.402158104,-0.862010194,-1.805535576,-0.006472126,0.00117675,0.01485647
3483,-84.994159,-399.831677,133.476743,-0.395860856,0.275296534,1.00405158,-0.006472126,0.00117675,0.01485647
3484,182.557877,246.004221,-246.004221,0.533997248,-0.329477268,0.47005423,-0.006472126,0.00117675,0.01485647
3485,170.586868,309.450564,-247.799872,0.244057288,0.540830887,0.456875229,-0.006766313,0.0023535,0.01485647
3486,84.994159,-160.411511,166.995566,-1.655684404,1.388685729,0.258212538,-0.006766313,0.0023535,0.01485647
3487,-126.892688,-632.667789,226.252057,-1.044565036,0.481280938,0.438326809,-0.006766313,0.0023535,0.01485647
3488,56.263739,-719.457599,20.949265,0.036120489,-0.955240061,0.216722834,-0.006766313,0.0023535,0.01485647
3489,273.53754,-345.363589,-52.073886,1.499487768,-0.665300102,1.556597146,-0.006472126,0.003088969,0.01485647
3490,246.004071,307.056363,124.498486,2.120369419,-1.140235474,2.531361876,-0.006472126,0.003088969,0.01485647
3491,187.94483,441.131656,224.456405,1.520476656,-0.823449134,2.0129842,-0.006472126,0.003088969,0.01485647
3492,86.19126,217.872351,28.73042,1.015278186,0.354859225,1.31156371,-0.006472126,0.001912219,0.014562283
3493,-150.834705,49.679684,-125.097036,0.940596636,1.699614679,0.833211417,-0.006472126,0.001912219,0.014562283
3494,-265.756234,34.715924,-109.534726,0.921072069,1.522429154,0.815639348,-0.006472126,0.001912219,0.014562283
3495,-227.449158,77.213004,35.314474,0.902035576,0.537902141,0.943525382,-0.006472126,0.001912219,0.014562283
3496,-116.118781,167.594116,107.140525,0.939620387,-0.21037737,1.098257594,-0.006325032,0.0023535,0.014415189
3497,-172.382519,201.71149,52.073886,1.143652294,0.393420285,1.102162589,-0.006325032,0.0023535,0.014415189
3498,-191.536133,186.149179,2.394201,1.015278186,0.93278685,0.79367421,-0.006325032,0.0023535,0.014415189
3499,-195.127435,140.060797,53.869538,0.759506218,0.685312742,0.829794699,-0.006325032,0.002059313,0.015150658
3500,-133.476743,95.768067,53.270987,0.726802548,0.14252946,0.886415902,-0.006325032,0.002059313,0.015150658
3501,-53.869537,140.659347,-1.197101,0.723385729,0.078586442,1.122663405,-0.006325032,0.002059313,0.015150658
3502,93.972415,240.018717,-126.294138,0.98550316,0.106897044,1.193439959,-0.006325032,0.002059313,0.015150658
3503,179.565124,165.199914,-149.637604,0.697515596,0.119588073,1.057256065,-0.006766313,0.002500594,0.014415189
3504,180.762226,68.833298,-108.936175,0.603797655,0.188412232,0.912774108,-0.006766313,0.002500594,0.014415189
3505,186.149179,58.05939,-107.739075,0.645775535,0.083467584,0.944989704,-0.006766313,0.002500594,0.014415189
3506,158.61586,53.270987,-92.775314,0.61258369,0.041001631,0.885927829,-0.006766313,0.002500594,0.014415189
3507,113.126028,14.96376,-57.46084,0.534485423,0.173280632,0.838580734,-0.006325032,0.001765125,0.014562283
3508,92.775315,-4.189853,-35.913025,0.513008359,0.185483486,0.810270133,-0.006325032,0.001765125,0.014562283
3509,55.665188,1.795652,-22.744916,0.484697655,0.174744954,0.765363507,-0.006325032,0.001765125,0.014562283
3510,25.737668,5.386953,-11.971008,0.511544037,0.203055657,0.805388889,-0.006472126,0.002059313,0.014709376
3511,20.949265,9.576807,-13.168109,0.552057492,0.137648318,0.829794699,-0.006472126,0.002059313,0.014709376
3512,23.343466,5.386954,-19.153613,0.526675535,0.123492966,0.795138532,-0.006472126,0.002059313,0.014709376
3513,16.160861,8.379706,-12.569559,0.517889501,0.165470846,0.784888175,-0.006472126,0.002059313,0.014709376
3514,13.168109,4.189853,-5.386954,0.502269827,0.171328236,0.765851682,-0.006325032,0.002059313,0.014562283
3515,7.781155,4.189852,-4.189853,0.50617472,0.195733945,0.763411111,-0.006325032,0.002059313,0.014562283
3516,5.985505,5.386954,-2.394201,0.514960856,0.183042915,0.774637717,-0.006325032,0.002059313,0.014562283
3517,4.189853,4.788404,-3.591303,0.495924363,0.189388379,0.761458614,-0.006472126,0.001765125,0.014268095
3518,3.591302,1.795651,-1.795651,0.497876758,0.178649949,0.756089399,-0.006472126,0.001765125,0.014268095
3519,5.985504,-1.197101,-1.795651,0.478840367,0.164494597,0.781959429,-0.006472126,0.001765125,0.014268095
3520,10.773908,-4.788403,-6.584055,0.504222324,0.145946279,0.775613965,-0.006472126,0.001765125,0.014268095
3521,7.781155,-7.781156,-5.985504,0.504222324,0.193293374,0.769268502,-0.006030844,0.0023535,0.015003564
3522,5.985355,-3.591302,-4.788403,0.495924363,0.158149134,0.761946789,-0.006030844,0.0023535,0.015003564
3523,0,2.394201,0,0.509591539,0.190364628,0.761946789,-0.006030844,0.0023535,0.015003564
3524,-2.992603,7.182605,2.992752,0.50617472,0.187435984,0.766339755,-0.006030844,0.0023535,0.015003564
3525,-4.189853,10.773908,4.788403,0.519841998,0.169863812,0.746327115,-0.006177938,0.002794782,0.015150658
3526,-4.788403,8.978256,1.795651,0.501293578,0.182066667,0.750720082,-0.006177938,0.002794782,0.015150658
3527,1.197101,14.36521,-2.394201,0.515937003,0.181578593,0.774637717,-0.006177938,0.002794782,0.015150658
3528,-3.591303,5.386954,0.59855,0.500805505,0.173768807,0.734124261,-0.007060501,0.002059313,0.015591939
3529,-1.197101,4.189853,5.985504,0.51203211,0.185971662,0.756089399,-0.007060501,0.002059313,0.015591939
3530,-1.795651,2.992752,3.591303,0.495924363,0.175721203,0.76097054,-0.007060501,0.002059313,0.015591939
3531,-0.59855,0,10.773907,0.484209582,0.192805199,0.759994292,-0.007060501,0.002059313,0.015591939
3532,-4.788404,8.379706,2.394202,0.533020999,0.186947808,0.76097054,-0.007060501,0.002059313,0.015591939
3533,-0.59855,-2.992753,17.956512,0.439303058,0.182554842,0.75511315,-0.007207595,0.001912219,0.01603322
3534,-1.795651,5.985505,0.598551,0.471030479,0.17181631,0.759018043,-0.007207595,0.001912219,0.01603322
3535,1.795651,2.992752,-2.394202,0.499341182,0.187924057,0.78098318,-0.007207595,0.001912219,0.01603322
3536,0.59855,-4.189853,4.189853,0.604773904,0.172792559,0.76438736,-0.007207595,0.001912219,0.01603322
3537,4.189853,-2.992752,0,0.466149337,0.164006524,0.75511315,-0.007207595,0.001912219,0.01603322
3538,4.189853,-4.189853,-4.788403,0.511055861,0.172304383,0.778054536,-0.010296564,0.002059313,0.018533814
3539,5.985504,-14.36521,1.1971,0.484209582,0.178161774,0.788304893,-0.010296564,0.002059313,0.018533814
3540,8.978107,-16.759412,5.985505,0.521794393,0.183042915,0.762434862,-0.010296564,0.002059313,0.018533814
3541,11.971008,-14.36521,-1.795652,0.486650153,0.176209378,0.791233639,-0.010296564,0.002059313,0.018533814
3542,11.372458,-22.146365,12.569559,0.555474312,0.204031906,0.748767686,-0.010296564,0.002059313,0.018533814
3543,13.168109,-16.160861,-5.985504,0.48860265,0.205008053,0.771220897,-0.011767501,0.002059313,0.02029894
3544,11.372458,-50.278235,44.292731,0.311905199,0.141553211,0.7995316,-0.011767501,0.002059313,0.02029894
3545,5.386954,-29.32897,-9.576807,0.448089093,0.205008053,0.768292253,-0.011767501,0.002059313,0.02029894
3546,7.781155,-65.241996,4.788403,0.460291947,0.160589704,0.809293884,-0.011767501,0.002059313,0.02029894
3547,9.576807,-76.015902,13.168109,0.453946483,0.11324261,0.803436493,-0.01367972,0.002206407,0.022064065
3548,8.379706,-86.789811,7.781156,0.459803874,0.150827421,0.814663099,-0.01367972,0.002206407,0.022064065
3549,13.766659,-86.191259,3.591302,0.465661264,0.11568318,0.803924567,-0.01367972,0.002206407,0.022064065
3550,11.372458,-97.563718,1.197101,0.454922732,0.137160143,0.795138532,-0.01367972,0.002206407,0.022064065
3551,10.773908,-103.549222,5.985504,0.45004159,0.124957288,0.790745464,-0.015003564,0.002941875,0.025447221
3552,8.379705,-114.92168,9.576807,0.420266565,0.132279001,0.800019674,-0.015003564,0.002941875,0.025447221
3553,10.175358,-117.914431,8.379706,0.485673904,0.117635576,0.7995316,-0.015003564,0.002941875,0.025447221
3554,11.971008,-126.294138,10.175357,0.41733792,0.128862181,0.783911927,-0.015003564,0.002941875,0.025447221
3555,17.357962,-137.666595,17.956512,0.435398165,0.119588073,0.829794699,-0.016768689,0.004265719,0.03280191
3556,8.978256,-151.433255,27.533319,0.427588277,0.156684709,0.7995316,-0.016768689,0.004265719,0.03280191
3557,-22.744916,-193.930335,47.884033,0.48860265,0.343144546,1.067506422,-0.016768689,0.004265719,0.03280191
3558,0,-178.368023,41.299979,0.454922732,0.1776737,0.764875433,-0.016474502,0.005442469,0.035890879
3559,-22.146365,-217.872352,56.86229,0.448577268,0.209401121,0.804900815,-0.016474502,0.005442469,0.035890879
