Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1657,-118.512982,124.498487,10.175357,0.662859531,0.338263405,0.952311417,-0.013091345,-0.015739033,0.016915783
1658,-111.928927,107.140524,-0.59855,0.635525076,0.406599388,0.830770846,-0.013091345,-0.015739033,0.016915783
1659,2.394201,197.521637,-76.614453,0.89422579,0.120564322,1.284717431,-0.014268095,-0.014562283,0.017062877
1660,151.433255,224.456406,-156.820209,0.818567992,-0.12983843,1.143652294,-0.014268095,-0.014562283,0.017062877
1661,187.34628,115.52023,-132.878192,0.626739042,0.25235525,0.928881957,-0.014268095,-0.014562283,0.017062877
1662,193.331784,68.833297,-109.534726,0.632108257,0.187435984,0.930346279,-0.014562283,-0.014121001,0.01603322
1663,182.557877,56.86229,-101.75357,0.645775535,0.089324975,0.953775739,-0.014562283,-0.014121001,0.01603322
1664,138.265146,12.569559,-63.446344,0.576951376,0.246497859,0.799043425,-0.014562283,-0.014121001,0.01603322
1665,83.198507,-0.598551,-36.511576,0.52472314,0.1625421,0.791721713,-0.014562283,-0.014121001,0.01603322
1666,31.723172,1.795651,-20.949264,0.542783282,0.139600714,0.800507747,-0.01485647,-0.013973908,0.015739033
1667,30.526072,6.584055,-22.146366,0.557426809,0.155220387,0.802460245,-0.01485647,-0.013973908,0.015739033
1668,28.131869,5.985504,-17.956512,0.532532926,0.158149134,0.801483996,-0.01485647,-0.013973908,0.015739033
1669,22.146365,4.189853,-14.36521,0.530580428,0.182066667,0.763899185,-0.01485647,-0.013973908,0.015739033
1670,19.153614,5.985504,-10.773908,0.539366565,0.170351988,0.77512579,-0.014709376,-0.01367972,0.016180314
1671,13.766659,5.985504,-7.781155,0.537902141,0.181578593,0.779030785,-0.014709376,-0.01367972,0.016180314
1672,7.781156,8.978257,-4.189853,0.524234964,0.192317125,0.76438736,-0.014709376,-0.01367972,0.016180314
1673,5.386953,9.576806,-1.795651,0.530580428,0.199638838,0.757553721,-0.015150658,-0.014121001,0.016915783
1674,3.591303,10.175357,0.59855,0.516425178,0.187924057,0.761946789,-0.015150658,-0.014121001,0.016915783
1675,1.795502,7.781156,0.598551,0.51544893,0.195733945,0.759994292,-0.015150658,-0.014121001,0.016915783
1676,1.795651,8.379705,2.992752,0.521794393,0.21037737,0.75169633,-0.015150658,-0.014121001,0.016915783
1677,3.591302,4.189853,0.59855,0.525699286,0.184019164,0.763899185,-0.015739033,-0.013973908,0.016915783
1678,1.197101,4.189853,0,0.512520183,0.181578593,0.749255759,-0.015739033,-0.013973908,0.016915783
1679,-1.795651,3.591303,0,0.510567788,0.198174516,0.756577472,-0.015739033,-0.013973908,0.016915783
1680,1.795651,7.781155,-4.788403,0.500317329,0.182554842,0.76097054,-0.014268095,-0.013385533,0.016621595
1681,-1.197101,4.189853,0.59855,0.514960856,0.189388379,0.729243119,-0.014268095,-0.013385533,0.016621595
1682,-1.197101,3.591303,1.197101,0.521794393,0.190852803,0.759018043,-0.014268095,-0.013385533,0.016621595
1683,-2.992752,7.781155,2.394202,0.508615291,0.188900306,0.759506218,-0.014268095,-0.013385533,0.016621595
1684,-1.1971,8.978256,0,0.530580428,0.191340877,0.752184506,-0.015297752,-0.013826814,0.016915783
1685,-1.196952,5.985504,1.197101,0.547664526,0.192317125,0.739493476,-0.015297752,-0.013826814,0.016915783
1686,-2.394201,7.182605,1.795651,0.516425178,0.200126911,0.750232008,-0.015297752,-0.013826814,0.016915783
1687,-4.189853,6.584055,1.795651,0.531068603,0.196710194,0.74583894,-0.015297752,-0.013826814,0.016915783
1688,-2.992752,4.788403,4.189853,0.532044852,0.213306014,0.755601223,-0.015297752,-0.013826814,0.016915783
1689,-3.591303,3.591303,2.992752,0.504222324,0.178649949,0.766339755,-0.015003564,-0.01367972,0.016327408
1690,-2.394201,4.189853,3.591303,0.511055861,0.205984302,0.747303262,-0.015003564,-0.01367972,0.016327408
1691,-2.992753,-0.598551,4.788403,0.516913252,0.203543731,0.756089399,-0.015003564,-0.01367972,0.016327408
1692,1.197101,-2.992752,4.189853,0.495436188,0.199638838,0.765363507,-0.015003564,-0.01367972,0.016327408
1693,4.189853,-6.584055,4.189853,0.521794393,0.187924057,0.75169633,-0.015003564,-0.01367972,0.016327408
1694,3.591303,-8.978256,5.386953,0.501781753,0.176697452,0.757553721,-0.015003564,-0.013091345,0.017062877
1695,3.591302,-11.971008,2.394202,0.491531295,0.194757696,0.751208257,-0.015003564,-0.013091345,0.017062877
1696,5.386954,-12.569559,1.795651,0.549616922,0.189876555,0.76438736,-0.015003564,-0.013091345,0.017062877
1697,3.591153,-11.372458,-4.189853,0.523258716,0.167911417,0.757553721,-0.015003564,-0.013091345,0.017062877
1698,7.781155,-23.942016,7.182605,0.499829256,0.176697452,0.765851682,-0.015150658,-0.01367972,0.016474502
1699,8.978256,-38.307227,14.963761,0.566212844,0.19768634,0.773661468,-0.015150658,-0.01367972,0.016474502
1700,10.773908,-23.343466,-11.372458,0.491043221,0.181578593,0.770732824,-0.015150658,-0.01367972,0.016474502
1701,11.372458,-32.321722,-2.394202,0.518865749,0.164982671,0.770244648,-0.015150658,-0.01367972,0.016474502
1702,12.569558,-39.504328,0.598551,0.51203211,0.157660958,0.763899185,-0.015150658,-0.01367972,0.016474502
1703,17.357963,-52.672436,2.992752,0.477375943,0.161565851,0.772197146,-0.015444845,-0.013238439,0.016915783
1704,17.357962,-55.665189,4.189853,0.506662895,0.170840061,0.789769317,-0.015444845,-0.013238439,0.016915783
1705,17.956512,-64.643445,5.386953,0.466149337,0.170351988,0.792697961,-0.015444845,-0.013238439,0.016915783
1706,13.76666,-70.030398,4.788404,0.482257085,0.172304383,0.77854261,-0.015444845,-0.013238439,0.016915783
1707,9.576806,-80.804306,4.788403,0.465661264,0.188412232,0.811246279,-0.015444845,-0.013238439,0.016915783
1708,8.379706,-88.585462,5.985504,0.467125586,0.160589704,0.785864322,-0.016621595,-0.012944251,0.018680908
1709,9.576807,-96.965167,8.379706,0.477375943,0.166935168,0.788304893,-0.016621595,-0.012944251,0.018680908
1710,2.992752,-109.534726,17.956512,0.507150968,0.143017533,0.778054536,-0.016621595,-0.012944251,0.018680908
1711,2.992752,-122.702835,22.146366,0.480304689,0.208913048,0.86152212,-0.016621595,-0.012944251,0.019269283
1712,8.379706,-129.88544,24.540567,0.455410805,0.167911417,0.774149643,-0.016621595,-0.012944251,0.019269283
1713,8.379705,-131.681091,29.32897,0.487626402,0.191340877,0.76097054,-0.016621595,-0.012944251,0.019269283
1714,1.795652,-132.279642,30.526071,0.496900612,0.211841692,0.785376249,-0.016621595,-0.012944251,0.019269283
1715,2.992752,-138.265146,26.336219,0.463220693,0.179138022,0.759506218,-0.017651252,-0.012944251,0.020446033
1716,5.985504,-162.805713,31.124621,0.510079613,0.178161774,0.754625076,-0.017651252,-0.012944251,0.020446033
1717,-4.788403,-186.149179,37.110126,0.497876758,0.169863812,0.786352497,-0.017651252,-0.012944251,0.020446033
1718,-18.555063,-207.696994,40.701428,0.523746891,0.214282263,0.811246279,-0.017651252,-0.012944251,0.020446033
1719,-25.737668,-229.843359,46.088382,0.510079613,0.253819572,0.739981549,-0.019857658,-0.012944251,0.022505346
1720,-40.102878,-273.53754,68.234747,0.530580428,0.270415392,0.7258263,-0.019857658,-0.012944251,0.022505346
1721,-52.073886,-300.472308,92.176764,0.539854638,0.32020316,0.70727788,-0.019857658,-0.012944251,0.022505346
1722,-70.628799,-332.794031,106.541974,0.448577268,0.336310907,0.746815189,-0.023240815,-0.012061689,0.028094909
1723,-42.49708,-313.041867,70.628949,0.662371356,0.298726096,0.670669317,-0.023240815,-0.012061689,0.028094909
1724,-4.788403,-253.186826,-55.665188,1.016742508,0.302630989,0.763411111,-0.023240815,-0.012061689,0.028094909
1725,-25.737668,-427.963547,-20.350715,0.939132314,0.234783078,0.843461876,-0.023240815,-0.012061689,0.028094909
1726,11.971008,-479.438882,-17.956512,0.98208634,0.014643425,1.023576147,-0.023976284,-0.011179126,0.032360628
1727,83.198508,-438.737454,-9.576807,1.142676045,0.19524577,1.144628542,-0.023976284,-0.011179126,0.032360628
1728,98.760669,-297.479556,146.046302,1.372577982,0.378288787,1.178308461,-0.023976284,-0.011179126,0.032360628
1729,22.744916,91.578213,225.054956,1.637624159,0.602333333,1.07531631,-0.024858846,-0.010590751,0.037214722
1730,-103.549222,262.763632,174.17817,1.882657696,0.668228746,0.932298675,-0.024858846,-0.010590751,0.037214722
1731,-154.425858,275.931742,173.579621,1.842632314,0.648216106,0.841509378,-0.024858846,-0.010590751,0.037214722
1732,-226.850607,279.523043,210.689746,2.05740265,0.792697961,1.082149847,-0.024858846,-0.010590751,0.037214722
1733,-342.969388,284.909998,226.252057,1.935374006,0.761946789,0.999170438,-0.023240815,-0.008237251,0.041921723
1734,-221.463653,313.640417,16.160861,1.968077676,0.919119572,1.061160958,-0.023240815,-0.008237251,0.041921723
1735,22.146365,238.821616,-34.715924,1.547323038,0.703372987,1.135842508,-0.023240815,-0.008237251,0.041921723
1736,229.244809,240.018716,-82.001407,1.146092864,0.593059123,1.227119878,-0.023240815,-0.008237251,0.041921723
1737,414.795438,326.808527,-164.002814,0.671645566,0.732659837,1.369649337,-0.019269283,-0.004707001,0.047217098
1738,584.783605,464.475122,-99.957919,0.111778186,0.57988002,1.385757085,-0.019269283,-0.004707001,0.047217098
1739,766.144532,38.307227,162.207163,-1.129985117,-0.281153925,0.084931906,-0.019269283,-0.004707001,0.047217098
1740,811.634362,156.221658,-275.333191,3.457315087,0.098599083,2.133060449,-0.016621595,-0.003088969,0.04765838
1741,409.408484,1409.586227,-445.321509,2.66071213,1.084102345,2.532338022,-0.016621595,-0.003088969,0.04765838
1742,143.05355,1182.735621,-440.533106,1.704495821,1.124127727,1.950505607,-0.016621595,-0.003088969,0.04765838
1743,-140.659348,1081.5806,-499.789596,1.26372844,1.351100917,1.774784302,-0.016621595,-0.003088969,0.04765838
1744,-379.480963,877.474908,-429.759198,1.039683894,1.468736595,1.341826809,-0.015739033,-0.002647688,0.046040348
1745,-565.031592,657.208356,-262.165082,1.070435066,1.545858614,0.973788481,-0.015739033,-0.002647688,0.046040348
1746,-659.004007,491.40989,-106.541974,1.104114985,1.46239103,0.839068807,-0.015739033,-0.002647688,0.046040348
1747,-635.06199,363.918653,-22.146365,0.999170438,1.228096126,0.68726524,-0.015739033,-0.002647688,0.046040348
1748,-503.9793,266.354934,-5.985504,0.873236901,0.953775739,0.566212844,-0.015886127,-0.003236063,0.044275223
1749,-347.159241,177.170923,-10.175357,0.749255759,0.748767686,0.434421916,-0.015886127,-0.003236063,0.044275223
1750,-213.682498,95.169516,-2.394202,0.774637717,0.529116106,0.400253925,-0.015886127,-0.003236063,0.044275223
1751,-90.979663,28.13187,10.175357,0.612095617,0.405135066,0.249914577,-0.015444845,-0.005148282,0.038832754
1752,50.876785,-22.146366,19.752164,0.58671366,0.165470846,0.225997044,-0.015444845,-0.005148282,0.038832754
1753,204.105692,-61.052142,29.92752,0.620393578,-0.073705301,0.245033435,-0.015444845,-0.005148282,0.038832754
1754,331.59693,-92.176764,25.139118,0.61600051,-0.21379419,0.244057288,-0.015444845,-0.005148282,0.038832754
1755,408.809933,-86.78981,-1.197101,0.649680428,-0.317762589,0.273344139,-0.015444845,-0.004854094,0.036626347
1756,404.021381,-64.044894,-25.737668,0.683360347,-0.280177778,0.357299796,-0.015444845,-0.004854094,0.036626347
1757,316.034619,-36.511576,-26.336218,0.754625076,-0.149851172,0.434421916,-0.015444845,-0.004854094,0.036626347
1758,195.725986,-32.920273,-12.569559,0.762434862,-0.007809786,0.448577268,-0.015444845,-0.004854094,0.036626347
1759,87.986911,-55.665188,5.386954,0.757553721,0.07126473,0.461268196,-0.014415189,-0.006472126,0.034714128
1760,7.182605,-95.169516,13.766659,0.749255759,0.134231498,0.421242813,-0.014415189,-0.006472126,0.034714128
1761,-47.884034,-141.856448,13.16811,0.755601223,0.191340877,0.451993986,-0.014415189,-0.006472126,0.034714128
1762,-75.417352,-174.776722,-5.386954,0.779030785,0.234295005,0.495436188,-0.014415189,-0.006472126,0.034714128
1763,-73.023151,-186.747729,-37.110126,0.820032416,0.242592864,0.564748522,-0.013973908,-0.007501782,0.031330972
1764,-52.672436,-173.579621,-70.030398,0.902523751,0.258700714,0.656025892,-0.013973908,-0.007501782,0.031330972
1765,-22.744916,-162.805712,-92.775315,0.940108563,0.201591335,0.673109888,-0.013973908,-0.007501782,0.031330972
1766,-10.773907,-165.798465,-84.395608,0.971835984,0.184507238,0.719968909,-0.01367972,-0.008678532,0.029565847
1767,-7.182605,-172.38252,-56.86229,1.026992966,0.206472477,0.821008563,-0.01367972,-0.008678532,0.029565847
1768,16.759411,-143.652099,-38.905777,1.181237105,0.194269623,1.021623649,-0.01367972,-0.008678532,0.029565847
1769,53.270987,-80.205756,-44.29273,1.384292762,0.151315494,1.252501835,-0.01367972,-0.008678532,0.029565847
1770,78.410105,3.591302,-47.884034,1.614682773,0.136183996,1.401864832,-0.011473314,-0.009266907,0.028830378
1771,86.78981,86.19126,-48.482583,1.728901631,0.225508869,1.402841081,-0.011473314,-0.009266907,0.028830378
1772,41.299978,112.527478,-26.934769,1.843120387,0.156684709,1.433104179,-0.011473314,-0.009266907,0.028830378
1773,21.547815,82.599957,-17.357962,1.850930173,0.151803568,1.338898063,-0.011032032,-0.009119813,0.027212346
1774,10.175357,37.110126,-29.927521,1.826036391,0.083467584,1.21930999,-0.011032032,-0.009119813,0.027212346
1775,13.76666,-22.744916,-57.46084,1.829453211,0.042954027,1.084102345,-0.011032032,-0.009119813,0.027212346
1776,2.992752,-70.030398,-73.02315,1.792844546,0.067359837,0.969883486,-0.011032032,-0.009119813,0.027212346
1777,-13.766659,-101.15502,-70.628949,1.762093374,0.113730683,0.913262283,-0.010737845,-0.010002376,0.026623971
1778,-8.379706,-100.55647,-64.044895,1.76990316,0.157172885,0.86152212,-0.010737845,-0.010002376,0.026623971
1779,-16.160862,-76.614453,-43.095629,1.908039653,0.161565851,0.903011825,-0.010737845,-0.010002376,0.026623971
1780,-35.913024,-0.598551,-18.555063,2.205301325,0.156684709,0.975740877,-0.010737845,-0.010002376,0.026623971
1781,-32.321723,59.256492,1.795651,2.310245973,0.075169623,0.783423751,-0.009414001,-0.012355876,0.023387909
1782,-46.088382,33.518823,46.686932,2.23263578,-0.049299592,0.46761366,-0.009414001,-0.012355876,0.023387909
1783,-40.701428,-47.884033,92.775315,2.087177676,-0.192805199,0.075169623,-0.009414001,-0.012355876,0.023387909
1784,0,-162.805713,115.52023,1.962220285,-0.447112844,-0.244057288,-0.009561095,-0.013532626,0.022358252
1785,47.285483,-289.698401,119.710083,1.868990418,-0.693610703,-0.636989399,-0.009561095,-0.013532626,0.022358252
1786,85.592709,-374.09401,117.315881,1.867038022,-0.7995316,-0.837116412,-0.009561095,-0.013532626,0.022358252
1787,56.86229,-369.904156,148.440503,2.046176045,-0.891297044,-0.86493894,-0.009561095,-0.013532626,0.022358252
1788,-20.350715,-310.049115,177.769473,2.239957492,-0.833699592,-0.7995316,-0.008825626,-0.01485647,0.02147569
1789,-153.827456,-240.018717,229.84336,2.224337819,-0.695563201,-0.770244648,-0.008825626,-0.01485647,0.02147569
1790,-277.727393,-222.062203,288.5013,2.046176045,-0.491531295,-0.811734455,-0.008825626,-0.01485647,0.02147569
1791,-338.779535,-258.57378,310.647665,1.783082263,-0.252843323,-0.765851682,-0.009561095,-0.014562283,0.021622783
1792,-283.114196,-289.698401,225.054956,1.651291335,-0.082979511,-0.614536188,-0.009561095,-0.014562283,0.021622783
1793,-539.892475,-700.902536,16.160861,-3.148338532,1.668375433,0.451993986,-0.009561095,-0.014562283,0.021622783
1794,-143.053549,-887.650265,175.375272,1.208083384,0.057597554,-0.246497859,-0.009561095,-0.014562283,0.021622783
1795,203.507141,106.541974,-350.750543,0.865427013,0.040513456,-0.23380683,-0.01250297,-0.012650064,0.022505346
1796,-262.165082,445.321508,-120.907184,0.123492966,1.891443731,0.313857594,-0.01250297,-0.012650064,0.022505346
1797,-554.856384,-47.285482,499.191046,-1.158783792,2.464978287,0.856152803,-0.01250297,-0.012650064,0.022505346
1798,-82.599957,-439.934555,104.147772,-0.531068603,-1.190511315,0.419778491,-0.01250297,-0.012650064,0.022505346
1799,549.46943,-741.603965,-206.499893,0.124469215,-1.564407034,0.662859531,-0.014268095,-0.012061689,0.023093721
1800,387.262119,-244.807119,190.339032,1.31498053,-1.149021509,1.9090158,-0.014268095,-0.012061689,0.023093721
1801,246.602771,308.253463,429.160648,2.041782977,-1.940255148,2.600674108,-0.014268095,-0.012061689,0.023093721
1802,345.36344,433.949051,191.536133,1.806999898,-1.036267074,2.550886442,-0.01485647,-0.01132622,0.025741409
1803,166.995566,204.105692,-35.314475,1.100698165,0.572070234,1.202225994,-0.01485647,-0.01132622,0.025741409
1804,-105.344874,25.737668,-211.886847,0.876653619,1.848001529,0.817591845,-0.01485647,-0.01132622,0.025741409
1805,-225.653356,-3.591303,-197.521637,0.818079918,1.528286544,0.727778695,-0.015886127,-0.010884939,0.026771065
1806,-177.769474,70.030399,5.386954,0.854688481,0.395372783,1.017718756,-0.015886127,-0.010884939,0.026771065
1807,-51.475335,162.805713,122.702835,0.874701223,-0.341680122,1.170498573,-0.015886127,-0.010884939,0.026771065
1808,-129.28689,179.565124,82.001407,1.126080122,0.338751478,1.093376453,-0.015886127,-0.010884939,0.026771065
1809,-228.646258,159.214411,5.985504,1.028945362,1.016254434,0.681895923,-0.01603322,-0.007943063,0.027947815
1810,-300.472309,55.665188,95.169516,0.616488583,0.960609378,0.681895923,-0.01603322,-0.007943063,0.027947815
1811,-247.201471,93.373865,134.075293,0.633572681,0.236247401,0.902523751,-0.01603322,-0.007943063,0.027947815
1812,-132.279642,154.426007,22.146365,0.795626606,0.098599083,1.023087971,-0.01603322,-0.007943063,0.027947815
1813,49.081134,242.412918,-128.688339,1.010885117,0.192317125,1.197344852,-0.016768689,-0.008090157,0.029124565
1814,196.324686,234.631763,-210.689746,0.870308155,0.011226606,1.205642813,-0.016768689,-0.008090157,0.029124565
1815,252.588275,119.710083,-183.156427,0.634060754,0.124469215,0.978181448,-0.016768689,-0.008090157,0.029124565
1816,265.157834,93.373865,-169.389768,0.753648828,0.065895413,0.953287666,-0.016327408,-0.008237251,0.027947815
1817,196.923087,54.468087,-111.330377,0.546688277,0.083467584,0.885927829,-0.016327408,-0.008237251,0.027947815
1818,171.783969,18.555063,-76.015902,0.658954536,0.135207747,0.887880326,-0.016327408,-0.008237251,0.027947815
1819,123.899936,20.350714,-58.059391,0.582808767,0.094206116,0.839556983,-0.016327408,-0.008237251,0.027947815
1820,56.862289,15.562311,-37.708676,0.564260347,0.103480326,0.821008563,-0.016768689,-0.00779597,0.028389097
1821,27.533319,11.372458,-22.744916,0.549128848,0.134719572,0.829306524,-0.016768689,-0.00779597,0.028389097
1822,18.555063,7.781155,-10.773907,0.538878389,0.166447095,0.791721713,-0.016768689,-0.00779597,0.028389097
1823,6.584055,11.971009,-1.795651,0.532044852,0.199638838,0.765363507,-0.016768689,-0.00779597,0.028389097
1824,0,10.773907,1.795651,0.531556677,0.194757696,0.781959429,-0.016915783,-0.006913407,0.027800722
1825,-6.584055,15.562311,5.386954,0.526187462,0.194269623,0.772197146,-0.016915783,-0.006913407,0.027800722
1826,-12.569559,20.949264,7.182605,0.527651784,0.225997044,0.770244648,-0.016915783,-0.006913407,0.027800722
1827,-14.36521,23.942017,9.576806,0.532532926,0.236735576,0.780495107,-0.016621595,-0.007354688,0.027653628
1828,-8.379705,22.744916,6.584055,0.530580428,0.220139653,0.759994292,-0.016621595,-0.007354688,0.027653628
1829,-1.197101,9.576806,5.386954,0.501781753,0.201591335,0.766827931,-0.016621595,-0.007354688,0.027653628
1830,10.175357,5.985505,-0.598551,0.503246075,0.187924057,0.744862691,-0.016621595,-0.007354688,0.027653628
1831,15.562311,-1.197101,-12.569559,0.531556677,0.143993782,0.803436493,-0.016474502,-0.007501782,0.027506534
1832,14.96376,-11.971009,-4.788403,0.487138328,0.146922426,0.749743935,-0.016474502,-0.007501782,0.027506534
1833,13.168109,-11.372457,-10.175357,0.484209582,0.165958919,0.77854261,-0.016474502,-0.007501782,0.027506534
1834,9.576807,-9.576807,0.598551,0.501781753,0.166935168,0.748767686,-0.016474502,-0.007501782,0.027506534
1835,2.394201,-5.386954,2.992752,0.509591539,0.186459735,0.761946789,-0.017062877,-0.00779597,0.027653628
1836,2.992753,-0.59855,4.788403,0.454922732,0.20110316,0.784888175,-0.017062877,-0.00779597,0.027653628
1837,1.1971,7.781155,-6.584055,0.499829256,0.19524577,0.75169633,-0.017062877,-0.00779597,0.027653628
1838,-2.992752,-2.992752,14.963761,0.654073394,0.224044546,0.724850051,-0.017062877,-0.00779597,0.027653628
1839,-1.795651,4.189853,4.189853,0.482257085,0.187924057,0.759994292,-0.016621595,-0.007207595,0.027800722
1840,-1.795651,8.379706,-8.978257,0.548640673,0.194269623,0.747303262,-0.016621595,-0.007207595,0.027800722
1841,2.992752,-7.781156,17.956513,0.455410805,0.175233129,0.75169633,-0.016621595,-0.007207595,0.027800722
1842,2.394202,8.978257,-5.985504,0.516913252,0.193293374,0.782935678,-0.016621595,-0.007207595,0.027800722
1843,0.59855,-1.197101,1.795651,0.615024261,0.219163405,0.788304893,-0.017062877,-0.007207595,0.028094909
1844,4.189853,-3.591303,7.781155,0.47688787,0.187435984,0.761458614,-0.017062877,-0.007207595,0.028094909
1845,2.992752,4.788404,-0.59855,0.544247706,0.192805199,0.744862691,-0.017062877,-0.007207595,0.028094909
1846,4.189853,-11.372458,3.591302,0.547176351,0.177185525,0.742910296,-0.017062877,-0.007207595,0.028094909
1847,4.788254,-2.394202,-16.759411,0.497876758,0.153756065,0.781959429,-0.017062877,-0.007207595,0.028094909
1848,7.781155,-17.956512,4.788403,0.475423547,0.164982671,0.762434862,-0.016621595,-0.007354688,0.028094909
1849,4.788403,-5.985505,-8.978256,0.507150968,0.170840061,0.765851682,-0.016621595,-0.007354688,0.028094909
1850,7.182605,-29.92752,22.146365,0.451993986,0.193781448,0.759994292,-0.016621595,-0.007354688,0.028094909
1851,1.795651,-3.591303,-12.569558,0.529604281,0.19524577,0.757065647,-0.016621595,-0.007354688,0.028094909
1852,4.189853,-35.314474,-3.591303,0.48274526,0.120564322,0.800507747,-0.016621595,-0.007354688,0.028094909
1853,7.781156,-43.694181,8.379706,0.463220693,0.149851172,0.771220897,-0.016768689,-0.007354688,0.028389097
1854,10.175357,-50.278234,14.36521,0.471030479,0.150827421,0.791721713,-0.016768689,-0.007354688,0.028389097
1855,7.182605,-48.482584,10.773907,0.491043221,0.148874924,0.77854261,-0.016768689,-0.007354688,0.028389097
1856,8.978256,-55.066638,7.781156,0.471030479,0.153756065,0.778054536,-0.016768689,-0.007354688,0.028389097
1857,6.584055,-56.86229,7.781155,0.473959225,0.159613456,0.803436493,-0.016768689,-0.007354688,0.028389097
1858,6.584054,-57.460839,5.985504,0.478352192,0.167911417,0.79025739,-0.016768689,-0.007354688,0.029565847
1859,7.781156,-65.840546,8.379706,0.49201947,0.156196636,0.771709072,-0.016768689,-0.007354688,0.029565847
1860,6.584054,-69.431848,7.781155,0.482257085,0.157660958,0.769756575,-0.016768689,-0.007354688,0.029565847
1861,5.386954,-74.818802,7.182605,0.488114475,0.173280632,0.790745464,-0.016768689,-0.007354688,0.029565847
1862,7.781155,-84.994159,8.379706,0.490555046,0.144481855,0.778054536,-0.017062877,-0.006913407,0.029860034
1863,8.379706,-96.366617,8.379706,0.460291947,0.158637207,0.794162283,-0.017062877,-0.006913407,0.029860034
1864,8.978256,-105.344873,13.76666,0.476399796,0.148874924,0.773173394,-0.017062877,-0.006913407,0.029860034
1865,8.978257,-114.92168,19.752163,0.461756371,0.161565851,0.777078287,-0.017798346,-0.006472126,0.030595503
1866,-9.576807,-138.863696,31.124622,0.465173089,0.161077778,0.790745464,-0.017798346,-0.006472126,0.030595503
1867,-1.795651,-150.236154,32.321722,0.510079613,0.147410601,0.826865953,-0.017798346,-0.006472126,0.030595503
1868,-6.584055,-177.170923,37.708676,0.455898981,0.15912528,0.795626606,-0.017798346,-0.006472126,0.030595503
1869,-11.372458,-186.149179,45.489832,0.485673904,0.219163405,0.801483996,-0.018239627,-0.006030844,0.033831566
1870,3.591303,-193.930335,53.270987,0.487138328,0.228925688,0.79025739,-0.018239627,-0.006030844,0.033831566
1871,2.992752,-219.069451,64.643445,0.507639042,0.229901937,0.803924567,-0.018239627,-0.006030844,0.033831566
1872,-19.752164,-259.17233,78.410104,0.518377574,0.224044546,0.810270133,-0.019122189,-0.004854094,0.035743785
1873,-43.09563,-305.859262,113.126029,0.448089093,0.348025688,0.804900815,-0.019122189,-0.004854094,0.035743785
1874,-41.898529,-322.020123,147.243402,0.505686646,0.337775229,0.739005403,-0.019122189,-0.004854094,0.035743785
1875,-38.905627,-343.567939,183.754977,0.57743945,0.369014577,0.688729562,-0.019122189,-0.004854094,0.035743785
1876,-22.744916,-392.050522,210.689746,0.61600051,0.334846585,0.545223955,-0.018533814,-0.004854094,0.039274035
1877,48.482584,-274.73464,119.111533,1.480451274,0.147898675,1.219798165,-0.018533814,-0.004854094,0.039274035
1878,135.870794,-371.101257,29.32897,0.996241692,0.271879817,0.734612334,-0.018533814,-0.004854094,0.039274035
1879,245.40567,-439.336005,3.591303,1.307170642,0.194757696,1.076292457,-0.018533814,-0.004854094,0.039274035
1880,218.470902,-302.86651,32.920272,1.54537054,0.39634893,1.322302243,-0.018092533,-0.003236063,0.04221591
1881,34.117374,-49.679685,119.111533,1.837262997,0.618929154,1.678137717,-0.018092533,-0.003236063,0.04221591
1882,-183.156427,134.673844,174.776721,2.126714883,0.676526707,1.622980734,-0.018092533,-0.003236063,0.04221591
1883,-316.03462,236.427414,190.339032,2.405428338,0.604285729,1.156831397,-0.016180314,-0.001912219,0.046334536
1884,-339.976486,326.209976,188.543381,2.098892355,0.690193884,1.311075535,-0.016180314,-0.001912219,0.046334536
1885,-266.953485,327.407077,124.498486,1.979304281,0.682872171,1.258359225,-0.016180314,-0.001912219,0.046334536
1886,-219.069452,277.727393,125.695587,1.678137717,0.771709072,1.305218145,-0.016180314,-0.001912219,0.046334536
1887,-89.782562,208.894094,62.847794,1.277395617,0.808805708,1.382340265,-0.01132622,0.000588375,0.051629911
1888,-9.576807,345.96214,-64.643445,0.931322528,0.947430275,1.535120082,-0.01132622,0.000588375,0.051629911
1889,83.797058,441.730207,-126.892688,0.096158512,0.839068807,1.400888685,-0.01132622,0.000588375,0.051629911
1890,208.295545,73.02315,0,-1.379411621,0.564748522,0.412456779,-0.008678532,0.001029656,0.053395037
1891,462.08092,-644.638797,-89.782562,0.511055861,-0.078098369,-0.619417329,-0.008678532,0.001029656,0.053395037
1892,407.612683,678.756171,-389.05777,3.467565443,0.649192253,2.556743833,-0.008678532,0.001029656,0.053395037
1893,369.305606,1025.915411,-451.307013,1.73719949,0.880558614,1.581002854,-0.008678532,0.001029656,0.053395037
1894,227.449158,910.395182,-439.336004,1.607849235,1.028457288,1.886562589,-0.008237251,0.002500594,0.052953755
1895,58.05939,1039.08352,-505.176551,1.29984893,1.06262528,1.726949134,-0.008237251,0.002500594,0.052953755
1896,-51.475335,970.250223,-494.402643,1.201249847,1.077756881,1.431151784,-0.008237251,0.002500594,0.052953755
1897,-175.973822,836.77348,-389.057769,1.274466972,1.126568298,1.280324363,-0.008237251,0.002500594,0.052953755
