0,-11.372458,22.744916,-9.576807,0.550105097,-0.186947808,0.74242212,-0.008678532,-0.000882563,0.013238439
1,1.197101,1.197101,-0.59855,-0.384146075,0.319714985,0.815151274,0.007648876,-0.013973908,0.028977472
2,-1.197101,1.795651,-0.598551,-0.393908359,0.309952701,0.784888175,0.007648876,-0.013973908,0.028977472
3,0.598551,-1.197101,-1.795651,-0.398301427,0.308000204,0.813198777,0.007648876,-0.013973908,0.028977472
4,-1.197101,1.197101,0.59855,-0.400253925,0.314833843,0.803924567,0.007648876,-0.013973908,0.028977472
5,0,0.59855,0.598551,-0.393420285,0.306535882,0.815151274,0.007648876,-0.013973908,0.028977472
6,1.795651,-0.59855,0,-0.387562895,0.309952701,0.81368685,0.007648876,-0.013973908,0.028977472
7,-0.59855,0.59855,0,-0.395860856,0.310440877,0.812710703,0.007648876,-0.013973908,0.028977472
8,0.59855,-1.197101,-0.598551,-0.40220632,0.306047808,0.814175025,0.007648876,-0.013973908,0.028977472
9,-1.197101,-0.59855,0.598551,-0.399765749,0.309464628,0.810758206,0.007648876,-0.013973908,0.028977472
10,0.598551,-0.59855,0.59855,-0.401230173,0.304583486,0.798067176,0.007648876,-0.013973908,0.028977472
11,-0.598551,-1.197101,0.598551,-0.407575637,0.300678491,0.808805708,0.007648876,-0.013973908,0.028977472
12,0.598551,-1.197101,0,-0.38805107,0.306047808,0.809293884,0.007648876,-0.013973908,0.028977472
13,-1.197101,0,0,-0.394396534,0.317274414,0.809781957,0.007648876,-0.013973908,0.028977472
14,0,-1.795651,1.197101,-0.39634893,0.307024057,0.803436493,0.007648876,-0.013973908,0.028977472
15,-1.197101,0,0.59855,-0.400741998,0.316298165,0.800995923,0.007648876,-0.013973908,0.028977472
16,0.59855,0,-0.59855,-0.39634893,0.312393272,0.798555352,0.007648876,-0.013973908,0.028977472
17,-1.795651,-1.197101,-1.197101,-0.393908359,0.311417023,0.815151274,0.007648876,-0.013973908,0.028977472
18,1.197101,-0.59855,1.197101,-0.401230173,0.300678491,0.803436493,0.007648876,-0.013973908,0.028977472
19,1.197101,-1.795652,1.795651,-0.400741998,0.302142915,0.814175025,0.007648876,-0.013973908,0.028977472
20,0.59855,-0.59855,1.197101,-0.392932212,0.313369521,0.805388889,0.007648876,-0.013973908,0.028977472
21,0.598551,-1.795651,0,-0.403182569,0.303119062,0.806365138,0.007648876,-0.013973908,0.028977472
22,-0.598551,-0.598551,0.59855,-0.409039959,0.30751213,0.807341386,0.007648876,-0.013973908,0.028977472
23,1.197101,-1.197101,1.197101,-0.403670744,0.312393272,0.800995923,0.007648876,-0.013973908,0.028977472
24,-1.197101,-2.394201,1.197101,-0.40220632,0.309952701,0.800019674,0.008678532,-0.014121001,0.029565847
25,2.394202,-0.598551,0,-0.400741998,0.309464628,0.801483996,0.008678532,-0.014121001,0.029565847
26,-1.795651,-1.197101,1.197101,-0.390979715,0.312393272,0.796114781,0.008678532,-0.014121001,0.029565847
27,0.59855,-0.59855,0,-0.391467788,0.306047808,0.794162283,0.008678532,-0.014121001,0.029565847
28,-0.59855,0,0.59855,-0.393420285,0.306535882,0.7995316,0.008678532,-0.014121001,0.029565847
29,-1.197101,1.197101,-1.197101,-0.399765749,0.313857594,0.789769317,0.008678532,-0.014121001,0.029565847
30,-2.992752,-0.598551,-2.394202,-0.400741998,0.328501019,0.810758206,0.008678532,-0.014121001,0.029565847
31,-1.197101,1.197101,0.598551,-0.394884608,0.311417023,0.812710703,0.008678532,-0.014121001,0.029565847
32,0,-1.197101,-1.197101,-0.394884608,0.310440877,0.797579103,0.008678532,-0.014121001,0.029565847
33,0,-0.59855,0.59855,-0.399765749,0.306535882,0.803924567,0.008678532,-0.014121001,0.029565847
34,-0.598551,-0.59855,-1.1971,-0.393420285,0.315322018,0.789769317,0.008678532,-0.014121001,0.029565847
35,-0.59855,2.394201,-1.197101,-0.390979715,0.302142915,0.798067176,0.008678532,-0.014121001,0.029565847
36,-1.795651,-0.59855,0,-0.397325178,0.304583486,0.805388889,0.008678532,-0.014121001,0.029565847
37,0.59855,0,0,-0.397325178,0.306047808,0.801483996,0.008678532,-0.014121001,0.029565847
38,0,-0.598551,0,-0.401718247,0.302142915,0.812710703,0.008678532,-0.014121001,0.029565847
39,1.795651,-1.1971,1.795651,-0.401718247,0.306047808,0.798067176,0.008678532,-0.014121001,0.029565847
40,-0.59855,-1.197101,0,-0.400253925,0.314833843,0.809781957,0.008678532,-0.014121001,0.029565847
41,0.59855,0,0.59855,-0.403182569,0.318250663,0.793186035,0.008678532,-0.014121001,0.029565847
42,0,0.59855,0.598551,-0.399277676,0.312881448,0.807341386,0.008678532,-0.014121001,0.029565847
