0,-18.321179,-1.515081,-4.620061,0.924162,-8.633491,3.983952,,,0
1,-18.91973,-1.515081,-4.620061,0.837971,-8.66701,3.773262,,,
2,-19.51828,-2.113631,-4.021511,0.914585,-8.595184,3.835511,,,
3,-18.91973,-0.91653,-5.218611,0.837971,-8.686164,3.734955,,,
4,-17.722629,-0.91653,-4.021511,0.852336,-8.580819,3.720589,,,
5,-17.722629,-0.91653,-4.021511,0.818817,-8.643068,3.77805,,,
6,-17.722629,-0.91653,-4.620061,0.837971,-8.652645,3.888183,,,
7,-16.525528,-0.91653,-4.620061,0.857124,-8.714894,3.806781,,,
8,-16.525528,-0.91653,-4.021511,0.905008,-8.676587,3.888183,,,
9,-17.124078,0.280571,-4.021511,0.967257,-8.662222,3.787627,,,
10,-15.926978,0.879121,-3.42296,0.948104,-8.628703,3.873818,,,
11,-17.124078,0.879121,-3.42296,0.909797,-8.66701,3.773262,,,
12,-16.525528,0.879121,-3.42296,0.948104,-8.623914,3.840299,,,
13,-17.124078,0.879121,-3.42296,0.857124,-8.595184,3.816357,,,
14,-15.328427,-0.91653,-3.42296,0.933739,-8.662222,3.744531,,,
15,-15.926978,-0.91653,-4.021511,0.885855,-8.652645,3.835511,,,
16,-15.926978,-0.91653,-4.620061,0.866701,-8.647856,3.969586,,,
17,-17.722629,-1.515081,-4.021511,0.92895,-8.590396,3.768473,,,
18,-18.321179,-0.31798,-5.218611,0.909797,-8.657433,3.830723,,,
19,-17.722629,-0.31798,-4.021511,0.90022,-8.705317,3.691859,,,
20,-17.722629,-2.113631,-4.620061,0.828394,-8.681375,3.998317,,,
21,-17.722629,-2.712182,-5.817162,0.823605,-8.63828,3.701436,,,
22,-17.722629,-2.712182,-6.415712,0.842759,-8.57603,3.974375,,,
23,-18.91973,-3.310732,-5.817162,0.890643,-8.652645,3.806781,,,
24,-17.722629,-2.712182,-6.415712,0.905008,-8.619126,3.96001,,,
25,-18.321179,-2.712182,-5.218611,0.876278,-8.643068,3.811569,,,
26,-18.321179,-2.712182,-5.218611,0.890643,-8.643068,3.854665,,,
