-46.06,-8.82,935.9,0,0,0,0,0,0
-45.08,-8.82,931.98,-24.949,-3.416,-7.015,-46.02051,-13.96484,-26.70288
-45.08,-9.8,933.94,-13.542,-3.233,-3.477,-46.02051,-13.96484,-26.70288
-47.04,-10.78,938.84,0.061,-0.732,-0.061,-46.02051,-13.96484,-26.70288
-45.08,-8.82,935.9,0.305,-0.366,-0.061,-46.02051,-13.96484,-26.70288
-45.08,-7.84,933.94,0.61,-0.366,0,-46.65527,-13.96484,-26.85547
-45.08,-5.88,933.94,0.549,-0.366,0,-46.65527,-13.96484,-26.85547
-45.08,-10.78,934.92,-0.183,0.122,0,-46.65527,-13.96484,-26.85547
-45.08,-8.82,934.92,-0.183,0.122,0,-45.70313,-13.96484,-26.39771
-45.08,-10.78,932.96,-0.671,0.061,0,-45.70313,-13.96484,-26.39771
-45.08,-6.86,934.92,-0.488,-0.061,0.122,-45.70313,-13.96484,-26.39771
-44.1,-12.74,934.92,-0.976,0.183,0,-45.70313,-13.96484,-26.39771
-44.1,-9.8,933.94,-1.342,0.671,0,-45.38574,-13.96484,-26.24512
-46.06,-9.8,932.96,-1.464,0.976,-0.061,-45.38574,-13.96484,-26.24512
-46.06,-12.74,939.82,-2.013,1.586,-0.061,-45.38574,-13.96484,-26.24512
-47.04,-11.76,935.9,-1.403,1.098,0.061,-45.38574,-13.96484,-26.24512
-48.02,-12.74,932.96,-1.403,1.098,0.061,-46.33789,-14.59961,-26.39771
-46.06,-10.78,936.88,-0.549,0.488,-0.061,-46.33789,-14.59961,-26.39771
-46.06,-9.8,932.96,-0.366,0.122,-0.061,-46.33789,-14.59961,-26.39771
-47.04,-8.82,934.92,-0.305,-0.122,0.061,-46.33789,-14.59961,-26.39771
-45.08,-14.7,932.96,-0.122,-0.061,-0.122,-45.38574,-13.96484,-26.85547
-45.08,-11.76,935.9,-0.305,0.061,-0.122,-45.38574,-13.96484,-26.85547
-45.08,-11.76,935.9,-0.244,0.122,-0.061,-45.38574,-13.96484,-26.85547
-46.06,-11.76,934.92,-0.244,0.122,-0.061,-45.38574,-13.64746,-27.16064
-45.08,-8.82,936.88,-0.183,-0.061,0,-45.38574,-13.64746,-27.16064
-46.06,-9.8,936.88,-0.183,0,-0.122,-45.38574,-13.64746,-27.16064
-48.02,-9.8,936.88,-0.305,-0.061,-0.122,-45.38574,-13.64746,-27.16064
-46.06,-11.76,931.98,-0.244,0.061,0,-46.02051,-13.33008,-26.85547
-47.04,-9.8,933.94,-0.183,-0.122,0,-46.02051,-13.33008,-26.85547
-45.08,-10.78,936.88,-0.244,-0.183,0,-46.02051,-13.33008,-26.85547
-45.08,-10.78,935.9,-0.122,-0.244,-0.122,-46.02051,-13.33008,-26.85547
-45.08,-11.76,935.9,-0.244,0,-0.061,-46.02051,-13.96484,-26.85547
-46.06,-10.78,932.96,-0.122,0.061,-0.061,-46.02051,-13.96484,-26.85547
-48.02,-10.78,935.9,-0.122,0.061,-0.061,-46.02051,-13.96484,-26.85547
-46.06,-10.78,934.92,-0.244,0.061,0.061,-45.06836,-13.96484,-27.00806
-46.06,-11.76,934.92,-0.122,0.122,-0.183,-45.06836,-13.96484,-27.00806
-46.06,-11.76,935.9,-0.305,0,-0.061,-45.06836,-13.96484,-27.00806
