-49,-10.78,929.04,0,0,0,0,0,0
-47.04,-11.76,930.02,-34.953,-6.954,-7.503,-43.79883,-11.74316,-26.85547
-46.06,-23.52,929.04,-14.518,-4.88,-3.294,-43.79883,-11.74316,-26.85547
-41.16,-31.36,931.98,0.244,-1.098,0.183,-43.79883,-11.74316,-26.85547
-49.98,1.96,931,0.183,-0.305,1.22,-43.79883,-11.74316,-26.85547
-48.02,-9.8,930.02,-0.061,-0.122,1.586,-44.43359,-12.06055,-26.85547
-48.02,-9.8,933.94,-0.244,0.061,1.098,-44.43359,-12.06055,-26.85547
-49.98,-4.9,934.92,-0.427,0.122,1.281,-44.43359,-12.06055,-26.85547
-49,-8.82,935.9,-0.427,0.122,1.281,-44.43359,-12.69531,-27.16064
-47.04,-9.8,932.96,-0.61,0.183,0.854,-44.43359,-12.69531,-27.16064
-47.04,-10.78,931.98,-0.366,0,0.549,-44.43359,-12.69531,-27.16064
-48.02,-11.76,932.96,-0.366,0.183,0.488,-44.43359,-12.69531,-27.16064
-45.08,-10.78,931.98,-0.244,0.061,0.671,-44.75098,-11.42578,-26.39771
-46.06,-18.62,934.92,-0.061,-0.122,0.61,-44.75098,-11.42578,-26.39771
-46.06,-6.86,933.94,-0.366,0.061,1.037,-44.75098,-11.42578,-26.39771
-47.04,-6.86,934.92,-0.244,0.122,1.22,-44.75098,-11.42578,-26.39771
-47.04,-16.66,937.86,-0.244,0.122,1.22,-44.75098,-12.06055,-26.85547
-45.08,-14.7,934.92,-0.244,0,0.732,-44.75098,-12.06055,-26.85547
-47.04,-8.82,938.84,-0.427,0.427,0.915,-44.75098,-12.06055,-26.85547
-45.08,-28.42,936.88,-0.61,0.305,1.159,-44.75098,-12.06055,-26.85547
-47.04,-15.68,933.94,-0.61,0.305,1.647,-44.75098,-11.42578,-26.39771
-48.02,-16.66,938.84,-0.549,0.366,2.989,-44.75098,-11.42578,-26.39771
-50.96,0,933.94,-0.549,0.122,3.538,-44.75098,-11.42578,-26.39771
-49.98,-1.96,933.94,-0.549,0.122,3.538,-45.06836,-11.74316,-26.55029
-49,-14.7,932.96,-0.183,0.061,3.294,-45.06836,-11.74316,-26.55029
