-64.68,-14.7,934.92,0,0,0,0,0,0
-65.66,-15.68,931.98,-18.849,-10.187,-9.577,13.0127,-3.808594,-25.177
-66.64,-15.68,936.88,-10.736,-5.49,-3.538,13.0127,-3.808594,-25.177
-66.64,-16.66,936.88,-0.427,-0.427,0,13.0127,-3.808594,-25.177
-66.64,-13.72,931.98,-0.183,-0.244,0,13.0127,-3.808594,-25.177
-66.64,-15.68,935.9,-0.183,-0.061,-0.061,14.91699,-3.173828,-24.87183
-65.66,-14.7,935.9,-0.366,0,-0.122,14.91699,-3.173828,-24.87183
-67.62,-14.7,937.86,-0.244,-0.183,-0.061,14.91699,-3.173828,-24.87183
-67.62,-15.68,931.98,-0.244,-0.183,-0.061,13.64746,-3.808594,-25.02441
-68.6,-15.68,936.88,-0.183,-0.061,0,13.64746,-3.808594,-25.02441
-65.66,-13.72,938.84,-0.366,0.061,-0.061,13.64746,-3.808594,-25.02441
-65.66,-13.72,935.9,-0.122,0,-0.122,13.64746,-3.808594,-25.02441
-64.68,-15.68,933.94,-0.366,0.061,-0.061,13.0127,-4.760742,-25.32959
-65.66,-13.72,936.88,-0.305,-0.061,0.061,13.0127,-4.760742,-25.32959
-64.68,-12.74,941.78,-0.244,0.122,-0.183,13.0127,-4.760742,-25.32959
-65.66,-16.66,934.92,-0.122,0.061,0.061,13.0127,-4.760742,-25.32959
-62.72,-11.76,934.92,-0.122,0.061,0.061,13.64746,-3.808594,-24.87183
-56.84,-8.82,936.88,0.061,-0.305,0.122,13.64746,-3.808594,-24.87183
-63.7,-10.78,938.84,0.061,-0.183,0.305,13.64746,-3.808594,-24.87183
-43.12,0.98,934.92,0.122,0,0.549,12.69531,-4.125977,-25.02441
-54.88,-2.94,932.96,0.366,-0.366,1.281,12.69531,-4.125977,-25.02441
-72.52,-15.68,937.86,0.305,-0.427,2.196,12.69531,-4.125977,-25.02441
-75.46,-24.5,938.84,-0.183,-0.122,2.928,12.69531,-4.125977,-25.02441
-79.38,-26.46,936.88,-0.183,-0.122,2.928,13.96484,-4.443359,-25.177
-56.84,-9.8,932.96,-0.183,0,2.135,13.96484,-4.443359,-25.177
-69.58,-19.6,938.84,-0.061,-0.061,1.403,13.96484,-4.443359,-25.177
-86.24001,-30.38,931.98,-0.061,0.061,1.525,13.96484,-4.443359,-25.177
-71.54,-16.66,936.88,-0.366,0.244,1.037,13.33008,-3.808594,-25.32959
-65.66,-12.74,936.88,-0.305,0.366,0.244,13.33008,-3.808594,-25.32959
-65.66,-13.72,938.84,0.122,0,0,13.33008,-3.808594,-25.32959
-66.64,-13.72,939.82,-0.122,-0.244,0,13.33008,-3.808594,-25.32959
-65.66,-12.74,935.9,-0.061,0.183,-0.122,13.64746,-4.443359,-25.48218
-68.6,-13.72,935.9,0,0,-0.122,13.64746,-4.443359,-25.48218
-65.66,-16.66,935.9,0,0,-0.122,13.64746,-4.443359,-25.48218
-63.7,-12.74,935.9,-0.183,-0.122,-0.061,13.33008,-3.491211,-25.177
-65.66,-12.74,935.9,-0.061,0.061,-0.061,13.33008,-3.491211,-25.177
-64.68,-13.72,933.94,-0.183,0,0,13.33008,-3.491211,-25.177
-65.66,-13.72,935.9,-0.122,-0.061,-0.061,13.33008,-3.491211,-25.177
-64.68,-12.74,935.9,-0.122,0.061,-0.061,14.59961,-4.125977,-25.32959
-64.68,-13.72,936.88,-0.183,0.061,0.122,14.59961,-4.125977,-25.32959
-67.62,-12.74,936.88,-0.244,0,0.061,14.59961,-4.125977,-25.32959
-66.64,-15.68,935.9,-0.244,0,0.061,14.59961,-4.125977,-25.32959
-65.66,-15.68,934.92,-0.122,-0.122,-0.122,14.28223,-3.491211,-24.87183
-66.64,-14.7,934.92,-0.183,0.061,0,14.28223,-3.491211,-24.87183
