-4.125977,-60.9375,-27.31323
-4.443359,-60.62012,-27.46582
-3.808594,-60.62012,-27.46582
-3.491211,-60.9375,-27.00806
-3.491211,-60.30273,-27.31323
-3.808594,-60.62012,-27.16064
-4.125977,-60.30273,-27.46582
-4.125977,-61.88965,-27.00806
-4.443359,-60.62012,-27.00806
-3.808594,-60.30273,-27.31323
-3.808594,-60.62012,-27.31323
-4.760742,-60.9375,-27.31323
-4.443359,-60.9375,-27.16064
-4.443359,-60.9375,-27.16064
-3.808594,-60.62012,-27.31323
-4.443359,-60.9375,-27.16064
-4.443359,-61.25488,-27.16064
-4.443359,-60.9375,-27.00806
-5.078125,-60.62012,-27.16064
-4.443359,-60.62012,-27.16064
-4.443359,-60.62012,-27.00806
-3.808594,-60.9375,-27.00806
-5.078125,-60.9375,-27.31323
-4.125977,-61.57227,-27.46582
-3.808594,-61.57227,-27.46582
-4.760742,-59.98535,-27.16064
-3.808594,-60.62012,-26.85547
-4.443359,-61.88965,-27.16064
-3.808594,-60.62012,-27.16064
-5.078125,-60.9375,-27.31323
-4.125977,-61.57227,-27.16064
-3.808594,-60.9375,-26.70288
-4.443359,-60.30273,-27.31323
-3.491211,-61.25488,-27.31323
-3.808594,-60.62012,-27.16064
-3.491211,-61.25488,-27.31323
-4.443359,-60.9375,-26.85547
-4.125977,-60.62012,-27.00806
-4.760742,-60.30273,-26.85547
-4.760742,-61.25488,-27.16064
-4.443359,-60.30273,-26.85547
-3.808594,-60.62012,-27.16064
-3.808594,-61.25488,-27.16064
-3.808594,-60.62012,-27.00806
-4.125977,-61.25488,-27.00806
-3.808594,-60.62012,-27.16064
-4.443359,-60.30273,-27.16064
-4.125977,-60.30273,-27.46582
-3.173828,-61.57227,-27.00806
-4.443359,-60.9375,-27.31323
-4.125977,-60.9375,-27.00806
-4.443359,-59.98535,-27.61841
-5.078125,-60.30273,-27.16064
-4.760742,-61.25488,-27.16064
-4.443359,-61.57227,-27.46582
-4.760742,-61.25488,-26.85547
-5.395508,-62.20703,-26.70288
-5.712891,-61.57227,-27.00806
-6.347656,-61.57227,-26.70288
-4.125977,-64.42871,-25.93994
-3.173828,-67.60254,-22.58301
0.3173828,-71.41113,-19.83643
2.22168,-71.41113,-17.54761
2.22168,-72.36328,-15.71655
3.173828,-72.99805,-13.42773
3.491211,-71.72852,-11.44409
5.395508,-68.55469,-9.765625
6.982422,-66.65039,-8.392334
10.79102,-64.11133,-8.239746
14.59961,-59.66797,-7.781982
17.77344,-54.90723,-7.476807
20.3125,-51.41602,-8.087158
22.2168,-47.9248,-8.69751
22.85156,-44.75098,-8.392334
23.80371,-45.06836,-9.155273
23.80371,-45.70313,-10.0708
23.48633,-47.9248,-10.98633
20.94727,-55.22461,-14.19067
13.64746,-63.15918,-17.7002
3.808594,-66.65039,-21.20972
-9.204102,-67.60254,-24.87183
-23.80371,-64.74609,-26.85547
-37.76855,-54.27246,-27.31323
-50.46387,-42.5293,-24.56665
-57.76367,-34.27734,-19.22607
-60.62012,-29.5166,-13.27515
-58.71582,-28.56445,-9.002686
-55.85938,-26.97754,-5.187988
-52.05078,-27.29492,-1.983643
-47.29004,-27.29492,0.1525879
-43.16406,-27.6123,1.983643
-39.67285,-27.92969,2.593994
-36.49902,-29.19922,3.662109
-34.27734,-29.83398,4.119873
-30.78613,-30.78613,4.272461
-29.19922,-32.05566,4.577637
-27.6123,-33.3252,4.882813
-30.15137,-33.00781,4.425049
-35.22949,-31.4209,3.662109
-37.76855,-31.4209,3.356934
-38.40332,-32.37305,2.441406
-41.89453,-33.64258,1.525879
-46.02051,-32.05566,0.1525879
-51.41602,-31.10352,-2.441406
-54.58984,-31.73828,-4.272461
-58.71582,-32.69043,-8.239746
-59.66797,-34.59473,-13.73291
-57.76367,-38.7207,-19.22607
-52.05078,-45.38574,-23.80371
-38.7207,-56.49414,-27.00806
-19.99512,-66.65039,-25.78735
-6.030273,-69.82422,-23.49854
4.125977,-69.82422,-20.59937
13.0127,-67.91992,-16.3269
17.77344,-62.20703,-13.42773
20.62988,-58.71582,-11.59668
21.58203,-57.76367,-10.83374
21.58203,-57.12891,-10.22339
22.53418,-55.54199,-9.460449
22.2168,-55.85938,-9.002686
23.80371,-55.22461,-9.765625
26.97754,-55.85938,-10.52856
27.92969,-54.58984,-12.96997
28.56445,-52.05078,-16.93726
25.07324,-45.38574,-21.97266
18.72559,-39.35547,-26.39771
10.15625,-30.78613,-29.60205
0.3173828,-24.12109,-32.65381
-15.23438,-15.55176,-31.89087
-27.92969,-8.886719,-29.44946
-37.13379,-4.443359,-26.09253
-45.38574,-4.125977,-22.58301
-50.46387,-4.760742,-17.85278
-53.32031,-5.395508,-12.51221
-53.6377,-8.886719,-8.087158
-53.6377,-13.96484,-5.0354
-50.14648,-19.99512,-0.6103516
-46.97266,-23.48633,1.220703
-42.5293,-27.6123,2.593994
-38.40332,-31.73828,3.814697
-36.81641,-35.86426,4.272461
-33.64258,-37.76855,3.967285
-33.00781,-40.625,3.814697
-33.3252,-41.89453,2.89917
-35.22949,-43.16406,2.89917
-37.13379,-43.79883,1.678467
-40.625,-45.70313,0
-45.70313,-48.24219,-2.13623
-48.87695,-49.51172,-4.425049
-53.00293,-51.41602,-8.69751
-51.09863,-58.39844,-11.74927
-44.75098,-65.06348,-14.03809
-35.86426,-72.0459,-14.95361
-24.43848,-75.85449,-14.95361
-13.33008,-77.75879,-13.27515
-6.665039,-77.44141,-13.58032
0,-75.53711,-13.73291
5.395508,-73.31543,-12.51221
7.93457,-71.41113,-10.37598
12.06055,-68.87207,-11.2915
16.82129,-64.11133,-13.58032
21.26465,-58.71582,-17.39502
22.85156,-51.09863,-20.75195
22.85156,-40.94238,-23.65112
21.58203,-31.10352,-24.87183
17.13867,-20.94727,-26.55029
12.06055,-14.28223,-27.16064
4.443359,-7.93457,-27.92358
-6.665039,-3.173828,-28.07617
-17.45605,0.3173828,-27.16064
-27.29492,-0.3173828,-26.24512
-36.49902,-2.856445,-25.177
-44.75098,-7.299805,-22.7356
-51.09863,-10.15625,-20.75195
-54.90723,-13.33008,-18.76831
-57.12891,-16.50391,-15.56396
-59.0332,-18.72559,-13.12256
-58.71582,-19.99512,-9.918213
-57.12891,-21.58203,-7.171631
-55.22461,-25.39063,-4.425049
-53.00293,-27.6123,-2.593994
-50.14648,-28.88184,0
-46.97266,-29.83398,1.525879
-45.06836,-31.10352,1.220703
-41.89453,-31.4209,2.89917
-38.7207,-32.37305,3.356934
-34.91211,-33.64258,4.119873
-31.4209,-34.91211,4.577637
-28.56445,-34.59473,4.577637
-28.56445,-35.54688,4.425049
-28.56445,-36.18164,4.272461
-31.4209,-37.13379,3.814697
-34.91211,-37.76855,2.89917
-41.25977,-38.08594,1.525879
-45.38574,-39.35547,-0.4577637
-51.09863,-40.625,-3.509521
-53.95508,-47.60742,-6.256104
-53.00293,-53.95508,-9.155273
-51.09863,-59.35059,-11.44409
-46.97266,-64.42871,-14.64844
-39.99023,-69.82422,-16.02173
-32.69043,-72.68066,-15.1062
-26.66016,-75.21973,-16.63208
-21.89941,-75.85449,-17.39502
-13.0127,-77.12402,-17.54761
-7.617188,-76.80664,-16.3269
-1.904297,-76.17188,-15.25879
2.856445,-75.53711,-14.80103
6.347656,-72.99805,-13.58032
12.06055,-69.82422,-13.73291
14.59961,-66.96777,-14.34326
17.77344,-63.15918,-15.71655
20.94727,-58.39844,-17.08984
21.58203,-54.27246,-20.29419
18.09082,-49.8291,-24.56665
13.33008,-44.43359,-28.22876
5.395508,-39.35547,-31.28052
-3.173828,-33.64258,-32.65381
-12.06055,-27.92969,-33.11157
-22.85156,-22.85156,-32.65381
-34.27734,-19.67773,-30.36499
-44.11621,-19.67773,-27.31323
-52.68555,-20.3125,-23.34595
-57.12891,-19.99512,-19.22607
-59.35059,-21.26465,-14.80103
-59.35059,-23.80371,-11.13892
-58.71582,-23.48633,-7.171631
-54.58984,-23.48633,-3.967285
-51.7334,-24.12109,-1.831055
-49.19434,-24.75586,-0.3051758
-46.33789,-26.34277,1.220703
-44.43359,-27.29492,2.593994
-42.5293,-27.6123,2.746582
-39.67285,-30.15137,3.356934
-38.08594,-30.78613,3.662109
-38.40332,-30.78613,3.662109
-38.08594,-31.73828,3.509521
-41.57715,-32.37305,2.288818
-44.11621,-34.27734,1.831055
-46.02051,-34.91211,0.3051758
-50.14648,-35.86426,-1.373291
-53.32031,-38.40332,-3.662109
-55.54199,-40.625,-6.256104
-56.49414,-44.75098,-8.544922
-54.90723,-51.41602,-11.13892
-51.7334,-58.39844,-13.58032
-46.65527,-63.47656,-15.86914
-38.40332,-70.77637,-16.93726
-27.92969,-74.90234,-17.7002
-17.77344,-76.48926,-18.15796
-9.521484,-77.12402,-17.85278
-3.173828,-76.17188,-17.7002
3.808594,-74.90234,-17.08984
10.15625,-70.77637,-16.93726
14.28223,-68.2373,-17.24243
17.45605,-63.79395,-18.31055
20.3125,-57.76367,-19.98901
21.26465,-51.09863,-22.12524
19.36035,-45.38574,-24.87183
17.45605,-37.45117,-26.70288
13.96484,-29.5166,-29.14429
6.665039,-22.53418,-30.05981
-0.3173828,-14.59961,-30.51758
-7.299805,-9.521484,-30.05981
-16.18652,-5.395508,-29.14429
-23.48633,-0.3173828,-26.55029
-31.10352,1.904297,-24.10889
-38.08594,1.904297,-21.82007
-44.43359,-0.9521484,-19.83643
-48.55957,-2.856445,-17.08984
-51.7334,-4.760742,-14.49585
-54.27246,-7.93457,-12.51221
-55.22461,-11.74316,-10.22339
-55.85938,-13.33008,-8.087158
-54.58984,-14.59961,-5.950928
-53.95508,-17.13867,-4.577637
-53.95508,-18.72559,-3.356934
-52.36816,-20.62988,-1.983643
-50.14648,-22.2168,-1.068115
-48.87695,-23.80371,-0.3051758
-47.29004,-26.34277,1.068115
-44.75098,-27.29492,1.678467
-44.43359,-28.24707,1.525879
-45.06836,-29.83398,0.9155273
-46.65527,-30.78613,0.4577637
-49.19434,-32.05566,-0.3051758
-52.68555,-33.3252,-2.593994
-54.90723,-36.81641,-5.493164
-56.81152,-42.21191,-8.544922
-56.49414,-50.14648,-11.2915
-50.78125,-60.62012,-13.12256
-42.5293,-68.2373,-14.49585
-33.3252,-73.31543,-14.64844
-23.80371,-76.80664,-14.95361
-18.4082,-77.44141,-16.17432
-13.33008,-76.48926,-17.08984
-4.760742,-77.12402,-17.85278
3.491211,-73.63281,-17.54761
8.251953,-71.09375,-17.39502
11.74316,-67.91992,-17.24243
15.86914,-64.74609,-17.85278
18.72559,-60.30273,-19.37866
19.99512,-55.54199,-21.51489
19.99512,-51.41602,-23.49854
17.77344,-49.19434,-25.177
14.28223,-44.75098,-26.85547
8.569336,-41.57715,-29.29688
1.586914,-38.40332,-32.04346
-9.838867,-33.00781,-32.65381
-21.26465,-28.56445,-32.95898
-30.78613,-23.48633,-30.97534
-38.7207,-20.94727,-29.44946
-45.70313,-17.77344,-26.24512
-49.8291,-12.06055,-22.12524
-53.32031,-9.838867,-18.9209
-53.00293,-7.617188,-15.1062
-54.90723,-7.93457,-13.12256
-54.90723,-8.886719,-11.74927
-54.90723,-10.47363,-10.0708
-53.00293,-9.838867,-7.93457
-52.05078,-10.15625,-7.171631
-52.05078,-9.838867,-5.79834
-50.78125,-8.569336,-5.0354
-49.51172,-8.251953,-5.493164
-49.8291,-7.299805,-5.340576
-49.51172,-6.982422,-5.187988
-48.87695,-7.299805,-4.882813
-49.19434,-7.617188,-4.425049
-48.55957,-9.204102,-3.967285
-50.14648,-11.42578,-4.119873
-49.8291,-13.0127,-2.593994
-48.24219,-14.28223,-1.525879
-48.55957,-16.50391,-0.4577637
-47.29004,-18.09082,-0.3051758
-46.97266,-20.94727,0.3051758
-45.38574,-23.48633,1.373291
-45.06836,-26.66016,1.068115
-44.43359,-31.10352,0.9155273
-44.75098,-33.95996,1.068115
-45.06836,-38.08594,0.3051758
-46.65527,-39.35547,-0.3051758
-46.33789,-41.25977,-0.9155273
-48.87695,-42.21191,-2.288818
-51.7334,-42.84668,-4.119873
-55.22461,-41.89453,-6.103516
-55.22461,-42.84668,-8.69751
-56.17676,-45.38574,-11.59668
-56.49414,-48.55957,-14.64844
-53.95508,-53.32031,-17.39502
-46.02051,-62.20703,-17.24243
-36.49902,-70.45898,-17.54761
-29.19922,-73.63281,-18.31055
-21.58203,-73.31543,-19.37866
-12.06055,-77.44141,-16.93726
-4.443359,-76.17188,-14.34326
-0.9521484,-75.53711,-14.34326
2.856445,-75.21973,-14.19067
8.886719,-72.68066,-12.66479
12.06055,-70.45898,-13.27515
15.23438,-67.91992,-14.49585
19.04297,-64.11133,-16.02173
20.62988,-60.30273,-18.15796
22.53418,-53.6377,-20.59937
21.26465,-46.97266,-24.71924
15.55176,-39.35547,-28.38135
7.93457,-30.46875,-30.82275
-1.586914,-21.26465,-32.19604
-11.74316,-11.74316,-31.28052
-22.2168,-6.030273,-28.9917
-32.05566,-3.173828,-27.16064
-39.03809,-0.6347656,-23.34595
-44.43359,-0.3173828,-20.29419
-49.19434,-1.904297,-16.78467
-52.05078,-4.443359,-12.81738
-54.58984,-8.251953,-9.765625
-53.6377,-11.1084,-6.256104
-53.32031,-14.91699,-3.662109
-50.46387,-20.3125,-1.373291
-47.60742,-24.43848,0.4577637
-44.43359,-27.92969,2.593994
-42.21191,-32.37305,2.593994
-38.40332,-34.59473,3.967285
-33.64258,-35.22949,4.577637
-30.46875,-35.54688,5.0354
-29.19922,-34.59473,4.577637
-28.88184,-34.27734,5.0354
-28.56445,-33.95996,4.577637
-31.10352,-34.27734,3.814697
-31.73828,-36.49902,3.662109
-34.91211,-38.40332,2.89917
-37.76855,-40.625,1.983643
-40.30762,-43.16406,0.7629395
-42.84668,-46.65527,-0.4577637
-44.43359,-49.51172,-1.831055
-46.65527,-52.68555,-3.509521
-47.60742,-57.44629,-5.950928
-46.02051,-61.25488,-8.239746
-44.11621,-65.06348,-10.0708
-41.89453,-66.96777,-12.51221
-36.81641,-71.41113,-13.27515
-30.15137,-73.9502,-14.19067
-28.56445,-75.53711,-16.17432
-22.85156,-76.48926,-18.00537
-16.18652,-76.80664,-19.53125
-9.521484,-77.44141,-20.1416
-0.9521484,-74.58496,-21.20972
9.838867,-68.2373,-22.27783
16.50391,-59.35059,-24.26147
19.67773,-48.87695,-25.48218
20.94727,-37.13379,-26.24512
20.3125,-26.34277,-26.55029
15.86914,-17.45605,-26.39771
10.79102,-9.204102,-26.70288
4.125977,-2.22168,-26.24512
-4.760742,2.856445,-25.93994
-15.55176,5.395508,-25.48218
-25.39063,3.808594,-25.32959
-34.91211,-0.6347656,-25.177
-43.48145,-5.078125,-23.65112
-49.51172,-11.1084,-22.12524
-53.32031,-16.50391,-20.29419
-57.44629,-21.58203,-18.00537
-59.0332,-22.53418,-14.49585
-59.35059,-23.48633,-10.68115
-57.76367,-24.43848,-8.239746
-55.85938,-24.43848,-4.577637
-53.32031,-23.80371,-2.13623
-48.87695,-24.43848,0.4577637
-44.75098,-25.39063,2.13623
-40.94238,-25.70801,3.662109
-36.49902,-28.24707,4.577637
-33.3252,-29.5166,5.493164
-30.15137,-32.05566,5.79834
-26.66016,-34.59473,5.645752
-24.43848,-36.18164,5.493164
-22.53418,-37.45117,5.0354
-21.89941,-38.7207,4.577637
-21.26465,-40.94238,4.730225
-21.89941,-42.5293,4.425049
-23.80371,-42.5293,4.119873
-26.02539,-45.06836,3.509521
-28.88184,-46.65527,2.746582
-31.4209,-48.24219,1.831055
-35.86426,-50.46387,0.6103516
-38.40332,-53.32031,-1.373291
-39.03809,-56.81152,-2.288818
-37.13379,-60.9375,-2.89917
-32.05566,-66.01563,-3.967285
-28.24707,-70.1416,-5.187988
-20.62988,-72.36328,-5.645752
-15.86914,-73.9502,-6.103516
-10.15625,-75.53711,-7.324219
-2.22168,-75.85449,-9.155273
5.712891,-73.31543,-10.83374
13.64746,-68.2373,-12.66479
19.36035,-61.57227,-16.17432
21.89941,-54.90723,-21.51489
19.36035,-45.38574,-25.02441
18.09082,-33.64258,-27.00806
13.0127,-22.2168,-28.38135
3.808594,-11.74316,-28.68652
